"Project","Text","Target"
"P085375","selection project negotiation selected villages based locations village selecting village poverty water sanitation demand executing agency district community","A"
"P085375","selection consultants consultants project includes","A"
"P085375","selection individual consultants follow section consultant guidelines","A"
"P085375","selection project consultants gender balancing including adoption gender affirmative action create gender sensitive project","A"
"P085375","selection proposals subprojects proposals communi mobiliationprocess","A"
"P085375","sensitive defined framework","A"
"P085375","services provided topdown manner agencies external community public sector donor funds contractors answerable government agencies users services","A"
"P085375","projects indonesia funded donors agencies supported community water supply sanitation basic health services funded projects wsslic wslic village infrastructure project iand kecamatan development project iand urban poverty project","A"
"P085375","sharing datalmonitoringand evaluation","A"
"P085375","shortlists consultants services estimated cost usd equivalent contract composed qualified national consultants accordance provisions paragraph consultant guidelines","A"
"P085375","significant damage countrys future potential terms infant mortality child malnutrition lowincome indonesia greatly inadequate access safe water basic sanitation","A"
"P085375","significant nonstandard conditions board presentation credit effectiveness project operations manual acceptable association adopted recipient recipient provided written confirmation establishment pcsc finalization organizational structure cpmu appointment key staff cpmu recipient issued letter form substance acceptable association requiring inspectorategeneral implementing agency conduct internal control reviews project accordance mandate","A"
"P085375","similar activities tended highly vulnerable fraud past additional measures deemed prudent","A"
"P085375","similarly pamsimas receive data reporting waspolmampl maintain twoway flow information dialogue common harmonized approach data collection monitoring evaluation developed waspola adopted pamsimas step developing harmonized sector wide methodology track effectiveness policy implementation achievement wses goals","A"
"P085375","similarly wslic dgs required provide percentage total community cap pamsimas commit matching village program based fiscal capacity","A"
"P085375","similarly villages demonstrated average performance implementation project eligible economic development grant","A"
"P085375","simple guidelines fof accounting community village implementation manual","A"
"P085375","simple short standardized formats prepared ensure annual reporting progress national level local level ngos media","A"
"P085375","simultaneously corruption reported channeled existing system bank","A"
"P085375","decentralization local governments typically invested percent annual budgets water supply sanitation improving hygiene practices","A"
"P085375","designed launched post decentralization era primarily capacity building initiative scaling wss services meet mdg targets local governments","A"
"P085375","pamsimas designed launched post decentralization era designed capacity building initiative aimed local governments","A"
"P085375","pamsimas essentially mainstreaming scaling wslic appropriately adapting current realities lessons learned cdd projects kdp upp review intended determine conclusions analyses remain valid assessing economics pamsimas adjusted","A"
"P085375","steady slow progress implementing reforms","A"
"P085375","social environmental screening","A"
"P085375","social development specialist eases kundhavi kaderisan portfolio manager eacif junxue chu senior finance officer loagl raj soopramanien legal counsel iegea christina sukmawati program assistant eacif bank funds expended date project preparation","A"
"P085375","social development specialist eassd richard cibulskis consultant monitoring evaluation eassd farida zaituni operations analyst environment safeguards easen chitrawati buchori social development specialist eassd fransisca melia setiawati consultant social safeguards eases steven charles burgess sr","A"
"P085375","social inclusion tendency elite dominate project cycle inclusion vulnerable remains major challenge development projects","A"
"P085375","social safeguards months competent regionally specialists finalise detailed based organization ngo university","A"
"P085375","socioeconomic incentive undertake gender analysis developing operations fund funds assess costshenefits women","A"
"P085375","correspondence documents periodic aide memoires bank borrower considered confidential parties agree key project documents public reduce corruption risks","A"
"P085375","evaluation capacity indonesias universities considerable advantage linking international institute experience implementing type study rcl ps ril vr pi vr ci yq","A"
"P085375","quality md sector budgets left communities mismanaged level corruption risks olved contracting civil savings unannounced village level grants facilitation discounts","A"
"P085375","fragile locations potentially susceptible damage physical biotic environments","A"
"P085375","proceeds economic output committed om facilities provided expansionheplacement systems ensuring longterm sustainability wss services","A"
"P085375","documentation summarized provide access key information","A"
"P085375","tribes rejected modern systems deeply hierarchical village structure unique identities exclude development planning process benefit project","A"
"P085375","special actions ensure voices heard elite ip included decision process","A"
"P085375","special opportunity events created ensure fair community decision process elite vulnerable population","A"
"P085375","special phantom facilitators efforts athers monitor supervise inputs ensure abused","A"
"P085375","specific efforts examine challenges priorities found periurban communities","A"
"P085375","specifically supports villages preparation community action plans based informed choices community water supply hygiene behavior project approach highlights disclosure increased awareness low income communities","A"
"P085375","specifically pamsimas support activities development national action plan wss consolidation past fragmented approaches ultimately sector wide program swap annex replication program participating districts agree implement minimum cdd programs funds addition pamsimas funded program","A"
"P085375","staffing schedule environmental social safeguards framework implemented guidance ministry public key elements framework detailed table including indicative cost element reflected project implementingplan","A"
"P085375","standard operating procedures environmental management defined project technical guidelines lay design specifications construction procedures operation maintenance procedures rural water sanitation systems sufficient manage environmental concerns provided guidelines supervision corrects implementation mistakes promptly","A"
"P085375","standard operating procedures sops environmental management applied types activities","A"
"P085375","steep slopes projects impact environmentally sensitive apply special conditions siting design water supply schemes detailed project technical manual","A"
"P085375","steer sectors water supply health sector managermirector fadia","A"
"P085375","strengthening local peormance health ofice collaboration bappeda","A"
"P085375","strengthening local institutional performance moh moha","A"
"P085375","strengthening local sanitation hygiene units subcomponent aims strengthen district level capacities providing support province district units responsible environmental health hygiene promotion","A"
"P085375","strengthening urban waste management policies strategies quoted badan pusat statistik republic indonesia","A"
"P085375","strengthening systems monitoring mdg progress water sanitation enable agencies address shortfalls service delivery","A"
"P085375","strengthennglocal institutionaz peomance health ofice collaboration pmd","A"
"P085375","strengths weaknesses strengths prior experience ministry directorate implementing bank funded projects familiarity bank financial management disbursements procedures requirements","A"
"P085375","study results design implement pilots facilitate establishment supply chains linking service providers consumers","A"
"P085375","component focus strengthening program management project implementing units project coordination cap evaluation teams related programs","A"
"P085375","subcomonent incentives grant districts million central government finance cost incentive grants limited districts meet exceed predetermined project performance criteria","A"
"P085375","subcomponenf aims generate consumer demand improved sanitation ii facilitate ability local markets respond demand iii promote improved hygiene behavior","A"
"P085375","subcomponent support phased program communityled total sanitation clts commencing safe excreta management promotion hand washing address issues water storage food hygiene solid waste wastewater management","A"
"P085375","subcomponent support capacity building advocacy activities government civil society improve water sanitation service delivery encourage increases reallocations local government budgets cdd wss efforts promote post construction innovations enhance sustainability pamsimassupported wss services longrun","A"
"P085375","subcomponent description component community empowerment institutional capacity building subcomponents implementation cdd processes community level strengthening capacities program management strengthening capacities program sustainability mainstreamingand scaling subcomponent","A"
"P085375","subcomponent description component sanitation hygiene improvement distributedamong subcomponents total sanitation program sanitation hygiene marketing program school hygiene sanitation program strengthening local sanitation hygiene units subcomponent","A"
"P085375","subdistrict coordination aspect coordination district depending geographic distribution participating villages","A"
"P085375","subject review steering committee july project implementation includes thirty districts approximately districts submitted written commitments participate project accordance rules guidelines","A"
"P085375","subproject funding withdrawn designated bank authorized vit representative simple receipt","A"
"P085375","subproject selection mechanisms processes subproject selection ensure inclusion happen","A"
"P085375","subprojects include purchase providedlinstalled community community acting suppliers","A"
"P085375","program operationalize communitybased wses policy framework scale establish fiduciary measures safeguards carry sector wide approach swap achieving wss mdgs","A"
"P085375","public promptly request publicly publish widely contract award information contracts promptly award promptly request person company contracts awarded months preceding date request respect project including providersupplierconsultant contract amount bidderslproposals procurement method purpose contract","A"
"P085375","sufficient resources built projects monitoring budget adequate samplinglspot checking approach monitoring actual environmental impacts grants amend screening procedures","A"
"P085375","summary implementing arrangements project implemented central government funds assistance channeled directly village level","A"
"P085375","supplierconsuetanuontractor contracts payments suppliers consultants contractors procured procurement procedures financing agreement accordance contracts entities","A"
"P085375","support project implementation cover technical assistance sectoral activities training capacity building health sanitation water supply village district provincial central levels government ii project management implementation oversight quality control financial technical monitoring reporting project components iiithe evaluation project outcomes iv progressive transfer functions responsibilities local agencies","A"
"P085375","sustainability monitoring carried periodically community level implementation processes measure progress project outcomes","A"
"P085375","sustainability rural water supply sanitation infrastructure rural indonesia history communitymanaged water supply services naturally occurring springs rainwater groundwater sources","A"
"P085375","sustainability wss facilities outcomes results effective functioning technical effective social equity hygiene behavior water supply sanitation systems","A"
"P085375","sustainability planning monitoring community water supply sanitation","A"
"P085375","sustainability project addresses issue sustainability dimensions","A"
"P085375","implementation support national cmac estimated million hired ministry public mpw central level provincial management advisory consultants pmac million hired provincial levels","A"
"P085375","monitoring evaluation independentproject monitoring evaluation consultant usd million hired mpw central level intermittently evaluate performance project including implemented community level","A"
"P085375","improve monitoring district wss mdg targets sanitationand hygiene programperformance assessing program impacts effectively support community programs hygiene practices improvement","A"
"P085375","achieve mdg additional million people access improved water sanitation services table annex annual cost billion optimistic estimate current annual spending million spent urban","A"
"P085375","answer question previouslyconducted economic analyses wslic reviewed wslic pad cost benefit investing water sanitation hygiene wsh improvements based cdd approach bappenasasem cdd study","A"
"P085375","vl politically strong communities objective propoor formula village selection","A"
"P085375","table proposed water supply technology options pamsimas operation maintenance repair construction cft conduct onthejob training operation maintenance om organization preferably composed vit community operation maintenance covering regular checking component iiperiodic maintenance components iii repairs breakdown maintenance","A"
"P085375","tahun tentang pemerintahan daerah ministry health ri asian development bank","A"
"P085375","tahun tentang pengembangan sistem penyediaanair minum laws","A"
"P085375","targeted communities gain access improved rural periurban water supply sanitation services manage sustain effectively","A"
"P085375","targeted communities progressively adopted key hygiene practices","A"
"P085375","targeting guidelines based wslic dpmus consultants specifically trained delivering guidelines reflect priority target poor minorities gender specific groupings","A"
"P085375","technical assistance support provided project system design construction commissioning operation","A"
"P085375","technical assistance consultants technical assistance consultants contracted support executing implementing agencies central district level","A"
"P085375","technical assistance determine water demand system options engineering design options operational maintenance training water source assessment financed component","A"
"P085375","technical assistance improve ig capacity provided funding allocation projects eirtp dg highways mpw national institute human resource development empowerment","A"
"P085375","technical project adopt technologies methodologies proven effectiveness attaining project objectives","A"
"P085375","technical financial administrative guidelines manuals prepared","A"
"P085375","terms reference agreed bank cover review internal controls project expenditure","A"
"P085375","terms trade balance payments current account balance gdp usmillions exports services imports services resource balance net income net current transfers current account balance financing items net net reserves gs sa memo reserves including gold millions conversion rate dec lmws","A"
"P085375","includes percent urban percent rural population","A"
"P085375","project manuals project ensure information dissemination reach villages participating district communities aware program","A"
"P085375","acap english indonesianversions posted project website link main webpage","A"
"P085375","advance accounted kppnzwithin month","A"
"P085375","affected parties informed project donate land pressure","A"
"P085375","affected parties consulted participatory manner","A"
"P085375","allocation funds village estimated average rp million proposal assessed technology options selected component amount grant provided based estimated cost communitys cap proposal","A"
"P085375","allocation responsibilities implementingagencies conform designated role function respective agencies","A"
"P085375","analysis project benefits equitably distributed health services distribution income indonesia","A"
"P085375","announcements request villages submit onepage applications forms included announcements district project management unit copy bappeda kabkota","A"
"P085375","annual audit reports audited financial statements furnished bank months government fiscal june","A"
"P085375","annual social economic costs sanitationrelated health estimated billion rpooo household month","A"
"P085375","asian development bank adb country governance assessment report september similarly concluded reform national financial management system decentralization process country","A"
"P085375","assignment cmac contract duration project ubcomponent","A"
"P085375","assistance management consultants mitigate risk project involve block grants community amounting estimated million","A"
"P085375","audit reports bank request","A"
"P085375","audit conducted accordance terms reference audit acceptable bank agreed negotiations","A"
"P085375","award contractor offers lowest price quotation","A"
"P085375","award supplier offers lowest price quotation","A"
"P085375","bank standard rfp","A"
"P085375","bappenasasem analysis estimated irr wslic pad include expected health benefits wslic reflected economic savings time commercial water purchases","A"
"P085375","bappenasasem cdd study","A"
"P085375","bappenasasem study found wslic approach highly costeffective","A"
"P085375","base social political support national program based cdd approach limited","A"
"P085375","beneficiary communities contribute percent investment cost community action plans","A"
"P085375","block grants limited ceiling rp million village","A"
"P085375","boundaries tarakan pematangsiantar sea paci colors denominations information shown simeulue oce map imply morotai manado singapore judgment legal status territory nias tanjungpinang ternate halmahera endorsement pekanbaru acceptance pontianak al im antan tan gorontalo waigeo boundaries","A"
"P085375","budget cabinet national budget september cabinet approval parliament","A"
"P085375","budget banks project integrated budget respective government agency project implemented mpw moh","A"
"P085375","building household latrines project funds provision revolving fund purpose effective","A"
"P085375","provide oversight technical guidance consultants engaged provincial district levels coordinate sector specific consultant inputs procured components","A"
"P085375","supported technical financial administrative experts dghs","A"
"P085375","campaigns segmented address influence priorities attitudes behaviours target identified research studies funding implementation models","A"
"P085375","campaigns advocate investment sanitation hygiene improvement targeting local decisionmakers including politicians administrators government officials community leaders health service providers local trendsetters role models","A"
"P085375","cap comprise detailed engineering designs water periurban sanitation infrastructure social map existing access poor nonpoor households wss facilities planned improvement wss facilities funded project budget planning construction physical including breakdown community government contributions action plan defining village labor contracted proposed payment arrangements procurement schedule implementation agreement","A"
"P085375","cap include key behavior promoted community action plan purpose school sanitation capacity building plans community management community monitoring essential features community process include facilitation methodology participatory assessmentslparticipatory hygiene sanitation transformation mpaphast clts trained community facilitators inclusion women poor assured approach supported project policy specific training monitoring","A"
"P085375","capacity provincial district governments carry procurement consultants goodslservices worse","A"
"P085375","cdd approach providing villages water supply comparison traditional topdown approach stimulates community ownership increases participation women poor marginalized prospects sustainability","A"
"P085375","central executing agency ministry public","A"
"P085375","central executing agency ministry public","A"
"P085375","central executing agency establish program coordination steering committee pcsc consisting representatives implementing agencies pcsc secretariaflechnical team consisting echelon representatives","A"
"P085375","central ii project management structure consist main levels organization provincial iiidistrict iv villagelsubdistrict","A"
"P085375","central management advisory consultant cmac responsible project management support technical support monitoring implementation reporting","A"
"P085375","cf sanitation health promotion responsible community level data gathering sanitationprogram","A"
"P085375","cfs provided provincial management advisory consultants resources contracts cover cf costs including extensive training requirements","A"
"P085375","cfs responsible facilitating aspects community process","A"
"P085375","cfs informed choice catalogues water supply sanitation options discuss options communities","A"
"P085375","cft continue provide training vit technical team community learn basic construction skills construct facilities based agreed design ded","A"
"P085375","cfts trained accordance agreed pamsimas guidelines based wslic experience certified provincial certification boards organized cg provincial governments","A"
"P085375","cfts facilitate informed choice communities widely discussion options costs community","A"
"P085375","challenge sector policy effectively translated action scale local governments leveraging pooling ongoing flow funds synergistically sector development sources including government private sector user communities external support agencies","A"
"P085375","circular distributed door door poor neighborhoods","A"
"P085375","circular encourage women participate stipulates women equal opportunity assume leadership roles vit project rules require vits gender socially inclusive","A"
"P085375","clts process educationakommunication activities facilitate community appreciation sanitation consequences develop address measure results","A"
"P085375","clts ignition process trigger community initiatives stop defecation improve household sanitation safely dispose child faeces external funds hardware subsidy","A"
"P085375","cmac contracts cover initial period extension subject satisfactory performance project","A"
"P085375","cmac provide technical advisory support implementing agencies expertise fields wss health capacity building institutional strengthening community empowerment","A"
"P085375","cmac responsible technical manual preparation dissemination updating components project","A"
"P085375","cmac establish maintain computerized information system","A"
"P085375","cmac regional offices province support coordination monitoring activities regional provincial level provincial management advisory consultant teams responsible providing support participating district governments dpmu","A"
"P085375","committed project implementation team dghs mpw dgdceh moh dgvce dgrd extensive prior experience implementing past bankfinanced projects","A"
"P085375","committee collect information skills performance contractors service providers avoid spending lot money droductive results","A"
"P085375","community required disclose information upfront representatives family family evaluation committee local government levels ii board directors commissionaires relevant management echelon respective consultants iii local governments","A"
"P085375","community expected existing spaces voluntarily contributed land","A"
"P085375","community responsible operation maintenance costs","A"
"P085375","communityled total sanitation clts approach provide external funding household latrine construction implemented preparation cap construction starts","A"
"P085375","complaints handling system supervised periodic review statistics based typology severity location field level checks ensure reported acted","A"
"P085375","consultant evaluate achievement project objectives quality project processes performance implementing agencies including cpmu ppmus dpmus","A"
"P085375","consultant staffing expertise support ppmus dpmus established respective provinces technical teams district level","A"
"P085375","consultant responsible project management support technical guidance monitoring implementation technical financial reporting","A"
"P085375","consultants selected cpmu terms reference procedures approved bank","A"
"P085375","contracts cover period expected local governments oversee grant implementation","A"
"P085375","cooperation technical health community development agencies pamsimas multidisciplinary community approach designed enhance communities ability informed technical choices implement hygiene behavior maximize potential health socialeconomic benefits","A"
"P085375","coordination control management monitoring project progressively levels government administration aim achieve maximum impact project village level","A"
"P085375","cost sustaining completed systems borne community maintenance charge collection system averages percent average household income rural project provinces","A"
"P085375","country financial accountability assessment cfaa completed bank concluded control environment indonesia weak","A"
"P085375","country interventions strategies bring local government understanding buyin investing water supply sanitation sector short longterm economic benefits including short term benefits annual savings terms reduction alltoofrequent outbreaks diarrhea diseases ii longterm benefits improved health productivity local populations protection growth development infants children vulnerable waterborne diseases","A"
"P085375","cpmu responsible project coordination daytoday management budgeting financial administration monitoring reporting contract management consultants appointed project","A"
"P085375","cpmu delegated representative responsible contract management consultants appointed project","A"
"P085375","cpmu disseminate information local agencies train agency facilitators","A"
"P085375","cpmu assisted cmac provide technical implementation support capacity building project management oversight provincial district level technical assistance service contracts","A"
"P085375","cpmu responsible project coordination daytoday management budgeting financial administration monitoring reporting","A"
"P085375","cpmu responsible project coordination daytoday management budgeting financial administration monitoring reporting contract management consultants appointed project","A"
"P085375","cpmu develop framework environmental monitoring report agreed world bank months credit effectiveness","A"
"P085375","cpmu include staff implementing agencies","A"
"P085375","cpmu ppmus dpmus responsible procurement activities cpmu ppmus dpmus components accordance agreed budgets","A"
"P085375","credit funded component awarded communities successfully implemented program","A"
"P085375","criteria qualification grants publicized start project participating districts","A"
"P085375","criterion capable communities providing contribution risk excluding disadvantaged communities including ip communities project participation","A"
"P085375","cwsh project implemented provinces involving total districts approximately communities average households community","A"
"P085375","design project encourages participating districts commit implement replication program wss predetermined villages funds applying methodology approach project","A"
"P085375","design project structured ensure participation inclusion communities local level decision resource allocation","A"
"P085375","design reflects intent government expand activities pamsinias nationwide multisectoral program creates incentives achieve major replication wss program local government contribution cap performance incentive grants expand program coalition building government civil society addition pamsimas collaborate waspola project gois intersectoral water supply environmental sanitation prepare swap operationalization gois cddwss policy framework annex details","A"
"P085375","design reflects intent government expand activities pamsmas scope project nationwide multisectoral program creates incentives achieve","A"
"P085375","designated bank invest partially balance accrue compensate operating costs incurred times sufficient liquidity pay claims balance amount","A"
"P085375","designated bank office disburse approved subproject documentation agreement claim amounts verification signatures","A"
"P085375","designated bank verifies signatures amount releases funds cash","A"
"P085375","designated bank provide bank statements credits debits community balance funds","A"
"P085375","detailed procedures implementation community participation included pom","A"
"P085375","director human settlements responsible cpmu budget delegate echelon officer authority project expenditure echelon officer day day management cpmu","A"
"P085375","district village development grants component provide financial incentives approximately participating districtshillages scale enhance sustainability water supply sanitation hygiene assistance provided","A"
"P085375","district village incentive grants component apply negative approach detailed","A"
"P085375","district governments expected administer superviselmonitor block grants communities","A"
"P085375","district pmu represented bodies actively participate deliberations formed","A"
"P085375","district public office executive functions district level","A"
"P085375","districts develop range appealing affordable sanitation options service contracts train accredit local masons suppliers delivering service options promote products direct marketing local advertising create links potential customers competent service providers","A"
"P085375","dpmu responsible monitoring treatment isolated vulnerable people project","A"
"P085375","dpmus responsible raising safeguard awareness communities","A"
"P085375","ea establish program coordination steering committee pcsc consisting echelon representatives implementing agencies pcsc secretariat technical team consisting echelon representativesfrom implementing agencies","A"
"P085375","economic crisis late severely curtailed investment infrastructure","A"
"P085375","effectiveness support assessed measure district performance","A"
"P085375","essential features subcomponent","A"
"P085375","essential features component","A"
"P085375","evaluation consultant independent consultant report directly steering committee","A"
"P085375","evaluation track range outcome indicators water sanitation facilities change defecation hand washing behavior time utilization income generating activities range nutrition health indicators diarrhea past weeks","A"
"P085375","executing agencies request similar commitments participating districts","A"
"P085375","executing agency implementing agency publication audit risk information conduct annual audits parties report progress result project include review procurement implementation including low risk implementation results checks quality misuse collusive nepotism quantity acquired services practice verification payments price comparison contract price market price","A"
"P085375","executing agency project director human settlement dghs ministry public mpw director disease control environment dgdceh ministry health moh director village community empowerment dgvce director regional development dgrd ministry home affair mow","A"
"P085375","executing agency requested districts submit list villages meet prequalification criteria ipoverty ii low level water supply sanitation facilities iii incidence diarrhea iv recipient similar assistance","A"
"P085375","executing agency finance services terms references","A"
"P085375","executing agency select consultant banks current guidelines","A"
"P085375","executing agency provide guidelines evaluation proposals delays evaluating technical training conduct clarifications andor financial proposals risk negotiations line bank bargain guidelines","A"
"P085375","extent cfts demonstrate gender balance consideration annual performance reviews provincial service contracts terms reference service contracts stipulate equal balance female male facilitators","A"
"P085375","owing action plan agreed foster prc ct implementat ion actions due date","A"
"P085375","occur procurement takes civil society observers procurement processes selected transparent manner","A"
"P085375","facilitators selected ppmu process competitive recruitment based selection criteria qualifications experience capability related attitude commitment tasks","A"
"P085375","facilitators graduated selected based assessment competence undertaken training","A"
"P085375","final budget project ready submission world bank annual plan project","A"
"P085375","final vit formation legalized decree bupati","A"
"P085375","financial controls surrounding expenditures rely procedures developed extensively tested cdd projects","A"
"P085375","financial management assessment project carried accordance guidance issued financial management sector board november","A"
"P085375","financing agreement provide explicit clause bank declare misprocurement qualification procurement committee satisfactory preparation rfp criteria suit establish guidance criteria preparation consultants","A"
"P085375","financing agreement provide explicitly specific clause bank declare misprocurement satisfactory qualification procurement committee","A"
"P085375","financing agreement provide explicitly specific clause bank declare misprocurement complied","A"
"P085375","financing agreement provide explicitly specific clause bank declare misprocurement complied","A"
"P085375","financing gap achieve rural wss mdgs pamsimas estimated approximately million annually","A"
"P085375","relates term maintenance operation pamsimasfinanced water supply construction permanence intended beneficiaries behavior change","A"
"P085375","report consist planning covering months forecast fund required procurement plan","A"
"P085375","fmal ded final social map existing planned water households cap","A"
"P085375","proposed mutually reinforcing features pamsimas improve sustainability choice affordable ws system terms maintenance cdd approach ta facilitators costsharing organizing communities empowering plan manage operate collect user fees sufficient maintain repair replace chosen ws system ensuring beneficiaries grant keeping system operational requiring cash percent inkinalabor contribution selfselection mechanism increases chances ws grant communities pay operations maintenance costs","A"
"P085375","core features wslic model applied pamsimas partnership provision flexible grants eligible communities io finance water supply ws proposals communities grants fit choice water system size total investment cost construction inputs location","A"
"P085375","notes provide examples pamsimas reduce risk corruption enhanced disclosure","A"
"P085375","specific challenges opportunities addressed scaling wss mdg targets poverty reduction impact key role local governments improving wss services integral economic growth nationwide decentralization starting devolved responsibility authority providing water supply sanitation services local governments","A"
"P085375","steps ensure isolated vulnerable exist project caters specific iduring facilitator training facilitators trained identification isolated vulnerable peoples","A"
"P085375","framework built project manuals consultant tors tors impact studies systems training modules cfts staff independent monitoring impacts civil society","A"
"P085375","framework ensure indigenous people participate decision project planning implementation evaluation ensure benefit equally nonindigenous people","A"
"P085375","fund transfer mechanism flow credit funds districts plan follow dana tugas pembantuan central budget implemented local government arrangement","A"
"P085375","fund provided jointly cg budget credit funds","A"
"P085375","funds village development grant disbursed block grant","A"
"P085375","funds disbursed block grant qualifying districts adjusted reflect size program undertaken district","A"
"P085375","fy audit report wjemp wslic audit reports received time","A"
"P085375","procurement environment weak","A"
"P085375","adopted concept community driven development water supply sanitation sector ensure sustainability initiatives formalized strategic development plan regulation","A"
"P085375","chosen preferred lending instrument partly developed ability implement instrument positive past experience financing wslic similar projects","A"
"P085375","committed implementation reform agenda support world bank donors locked world banks gfmrap project adbs audit reform project","A"
"P085375","government expressed intention develop financial strategy national action plan implementation policy proposed project","A"
"P085375","government targeting villages commenced preselection candidate districts fast track preparation","A"
"P085375","government indonesia goi budget proposal introduced functional program classifications stronger focus outputs performance budget entities presentation budgets international standard gfs classification","A"
"P085375","government indonesia committed achieving millennium development goals estimated million people require improved water supply million improved sanitation services","A"
"P085375","government project provide implementation mechanism policy framework","A"
"P085375","grant finance percent inclusive district contribution capital costs amount grant village based estimated system cost determined detailed engineering designs included caps","A"
"P085375","grants exceed village level district level","A"
"P085375","grants comprise water infrastructure cap improving school sanitation hygiene behavior change strengthening community management cap","A"
"P085375","proposing subproject justify methods verifications project staff record","A"
"P085375","guidelines incorporated practices project manuals","A"
"P085375","head cpmu echelon officer ea supported technical financial administrative experts ea","A"
"P085375","head cpmu supported commitment maker ppk treasurer technical administrative staff dghs","A"
"P085375","heads ppmus dpmljs head provincial district public offices authorized minister public exercise budgetary authority project respective level","A"
"P085375","ifr basis disbursement","A"
"P085375","ifr include sources funds project activity disbursement category ii months forecast fund required iii credit da activity statement iv disbursement expenditure status detail expenditures contracts subject prior review vi summary expenditures otherslcontracts subject prior review vii output monitoring report unit output project activity viii procurement management report reports received ppmus dpmus compiled cpmu ifr format acceptable bank submitted quarterly basis days reporting period bank mof","A"
"P085375","ifr ensure credit funds expenditures due payment","A"
"P085375","impact analysis funds spent wslic pd cerd villages project implementation stimulated measurable additional economic activity local village economies","A"
"P085375","implementation agreement stipulates terms conditions grant constitutes contract community","A"
"P085375","implementation dgdceh moh similar arrangement","A"
"P085375","implementatiosubprojectagreement covering include lumpsum fixed price amount based written estimate rendered identified laborers community iidescription reasonable detail including basic specifications required completion date relevant drawings applicable","A"
"P085375","implementing agencies senior staffs representatives cpmu representatives report respective implementing agencies","A"
"P085375","implementing agencies moh time representatives cpmu","A"
"P085375","implementing agency ensure website includes updated information project activities including project location province nature contracts grants awarded estimated cost scope provider details current estimate progress implementation estimate completion percentage carried concise information project related activities training workshops uptodate information complaints remedial actions","A"
"P085375","incentives grants funded cg budget reward district governments apply principles expand program credit funded project communities","A"
"P085375","incidence typhoid indonesia capita income","A"
"P085375","inclusion vulnerableldisadvantged people key social issue exclusion vulnerableldisadvantage people women poorest ethnic minority indigenous people selection participating villages community decision process","A"
"P085375","independent impact assessment linked regular monitoring social inclusion criteria focusing project performance relation vulnerable women","A"
"P085375","indicators monitor performance total sanitation program sanitation hygiene marketing school hygiene sanitation","A"
"P085375","information posted subproject include amount grant type system activities covered status implementation community participation status contracting","A"
"P085375","institutional arrangements conform recent regulations decentralization fiscal management design reflects intent expand objectives activities pamsimas scope project nationwide program","A"
"P085375","integral complaint handling system project send warning messages cpmu occurring implementation","A"
"P085375","interdepartmental cap evaluation committee district pmu verify technical quality cap conditions approval met","A"
"P085375","invitation includes basic specifications required start completion dates agreement format acceptable bank relevant drawings","A"
"P085375","irr subprojects ranges low percent village percent villages","A"
"P085375","issue realize benefits light mixed results past topdown interventions improve rural water sanitation hygiene behavior","A"
"P085375","ivp beneficiaries projectlsub project projectslsubprojects adverse impact ivp approved","A"
"P085375","jmp defrntions access improved water supply sanitation adopted essential outcome indicators existing district level access data susenas assessed sto local governments decide establish baseline data access","A"
"P085375","kecamatan convenient agglomerate participating villages","A"
"P085375","key indicators pkpsbbm target communities access village economic irrigation safe water formulation community organization operation maintenance infrastructure target time quality","A"
"P085375","key results outcome indicators arrangements results monitoring explained annex","A"
"P085375","key unit village level village implementation team vit","A"
"P085375","lack access safe water sanitation severe consequences public health economy environment","A"
"P085375","lack sewerage solid waste management caused widespread contamination surface groundwater rural urban destroying sensitive ecosystems","A"
"P085375","continues funded donor funds carried","A"
"P085375","location facilities built agreed community avoid donors domination facilities","A"
"P085375","location project constrained provinces meet selection criteria low human development index ii level poverty human poverty index hdr susenas poverty index iii low coverage water sanitation iv incidence diarrhea","A"
"P085375","reorganized budget treasury functions separated distinct directorates line international practice","A"
"P085375","plans scale capacity cover villages access monitoring supplementing pamsimas resources outreach health clinics puskesmas pustu field level staff sanitarians bidan desa puskesmas doctors impact evaluation independent project evaluation carried consultant conduct formal evaluation includes baseline midterm final surveys selection villages ii review data sources routine project monitoring data regular household surveys conducted susenas idhs","A"
"P085375","lead process select define additional performance indicators including limited sustained improvements population access improved water sanitation services effective sanitation hygiene services adoption key hygiene practices","A"
