"Project","Text"
"P088799","contemporary guarani economy characterized fundamental systems isubsistence swidden horticulture average size plots half hectare iihunting fishing undertaken exclusively iii gathering forest resources ranging yerba mate medicinal plants fibers handicraft iv sources cash income include paid labor temporary sale handicrafts"
"P088799","content duration training sessions courses information events adjusted types audiences smallscale farmers indigenous communities local departmental governments ngos"
"P088799","contracting concurrent auditor condition disbursement expenditure category community grants"
"P088799","conversion profitable sustainable system involve gradual process aimed reaching productive rehabilitation sustainable diversified production path farmers complete project period"
"P088799","corrective measures agreed resorting extent traditional procurement methods includes employment country procurement portal sicp sistema de informacidn de contrataciones pziblicas employment sepa sistema de ejecucidn de planes de adquisiciones project activities inclusion loan agreement special procurement provisions listed section covenants listed section implementation oversight mechanism subprojects concurrent audit hiring human resources firm select individual consultants hiring project procurement specialist assistants"
"P088799","cost stream economic analysis based elements ionfarm extension farmers iii investment recurrent costs ii community development costs training iv community municipality investments partial costs project administration"
"P088799","country rate population growth rural south america"
"P088799","country risks defined cas summarized iexistence corruption ii weak basic governmental management systems iii special pressure persuade government accommodate iv decline rule law"
"P088799","country constraints controlling animal health result inadequate infrastructure regulatory agency network clinics laboratories"
"P088799","coverage sanitation networks weak institutional framework"
"P088799","criteria determine kinds benefits community receives transparent widely disseminated"
"P088799","crop pattern dominated food crops cash crops cotton"
"P088799","current forest cover eastern region approximately hectares hectares correspond productive forests"
"P088799","current indigenous population representing countrys total illiteracy rate latin america"
"P088799","current fm staff arrangements strengthened"
"P088799","current population ethnic totals"
"P088799","current status indigenous territories reduced makes impossible carry traditional practices hunting fishing gathering enjoy natural wealth biodiversity"
"P088799","degradation soil forest resources caused unsustainable land exacerbated inadequate planning productive endeavors national local levels access credit"
"P088799","degradation soil forest resources caused unsustainable land exacerbated inadequate planning productive endeavors national local levels weak enforcement environmental laws weak generation adaptation transfer applied technology"
"P088799","destruction ecosystem surrounding communities results extreme nutritional guarani families directly influences physical deterioration consequences endemic diseases"
"P088799","detailed risk analysis provided annex"
"P088799","diagnostic performed project preparation existence total microcatchments municipalities"
"P088799","farm models tend representative departments"
"P088799","director dincap uaf reporting directly"
"P088799","draft ea respective submitted bank december"
"P088799","draft ea respective emp submitted borrower december"
"P088799","procedures"
"P088799","earlier projects pilot credit component canceled midterm review"
"P088799","eastern region traditional territory indigenous population distributed ethnic belonging tupiguarani linguistic family"
"P088799","eastern region comprised departments selected basis national poverty index represent proposed project annex map project"
"P088799","eastern region possesses forest ecosystems rich biodiversity represented varied extensive plant communities appreciated world"
"P088799","economic turnaround led significant decline external public debt stood gdp earlier"
"P088799","economist intelligence unit uk"
"P088799","efficiency public expenditure depends highly governance environment practices"
"P088799","entire participation strategy pursued project based social assessment indigenous peoples strategy annexes designed permanent feedback process project staff beneficiary population"
"P088799","ethnic chaco reside eastern region toba maskoy rural workers"
"P088799","evaluation focus effectiveness achieving project results meeting implementation schedule identifying components adjustments emphasizing lessons learned guide actions projects final phase expost evaluation independent external evaluation carried project focusing questions indicators midterm evaluation"
"P088799","executive structure project accompanied zone coordination units zcu"
"P088799","existing distribution land paraguay grossly unequal inequitable latin america"
"P088799","expanded agricultural activities create onfarm employment opportunities equivalent manyears annually py"
"P088799","expansion modern agriculture left poor smallscale farmers continue subsistence farming supplementedby cotton production"
"P088799","expected principal outcomes primary target smallscale farmers indigenous communities capacity active participation planning implementation sustainable agriculture rural development activities farm community microcatchment levels ii increased local management capacity support implementation iiiimproved incomes living conditions food security management environmental resources"
"P088799","extension network operate zcus established cda extensionist microcatchment specialized extensionists indigenous communities extensionists total"
"P088799","extension system paraguay weak limited operational budgetary allocations staff complement half retirement inadequate supporting infrastructure"
"P088799","farming systems target population characterized productivity sustainable land management practices leading soil erosion loss nutrients chemical organic fertilizers chemical pest control manual mechanical weeding absence onfarm investments land improvements"
"P088799","fdrs reporting incorporated project financial statements financial monitoring reports"
"P088799","fdrs represents significant proportion total loan amount million total loan amount"
"P088799","fdrs administered procedures financial arrangements components project"
"P088799","fdrs characterized decentralized project review process facilitate rapid response assistance requests maintain closer contact potential participants"
"P088799","field carried zone coordination units zcu annex include social organization technicians extensionist microcatchments"
"P088799","filing system developed senacsa model counting loan effectiveness project create web page disseminate significant project information"
"P088799","final ea infoshop appraisal"
"P088799","final ea infoshop appraisal"
"P088799","final evaluation aim identify project impacts sustainability project results degree achievement longterm results internal external auditing project subject internal auditing mags internal auditing directorate"
"P088799","final reports analyzed evaluated technical committee results disseminated adoption farmers"
"P088799","financial internal rate return considered relevant assessing projects expected financial impact investments technical assistance services provided beneficiaries grants model results reflect actual market cost benefit"
"P088799","financial management arrangements proiect srdp meet bank requirements"
"P088799","financial management fm arrangements project srdp meet bank requirements"
"P088799","financial viability production investment models amply validated parn project"
"P088799","ethnic mentioned speak distinct languages belong tupi guarani linguistic family"
"P088799","pillar fiscal financial stabilization sine qua regaining confidence economy sustainable growth path"
"P088799","subcomponent project management capacity building mag finances management services office equipment administrative operational expenditures improve mags organizational skillsmix effectively manage project"
"P088799","subcomponent rural extension supports beneficiaries prepare micro catchment development plans mdp indigenous community development plans icdp municipal investment plans mip participatory identification community demands social technical financial support arising plans implementation community level training indigenous community microcatchmentlevel community promoters facilitate process knowledge management adopting project strategy respective community levels"
"P088799","subcomponent strengthening senacsa finances software information systems lab office equipment communication services consulting training improve performance senacsa implement effective animal health strategy paraguay"
"P088799","subcomponent training includes activities build awareness capacity relating project strategy approach project technical staff including extension agents extension agents indigenous communities social organization technicians smallscale farmers indigenous communities"
"P088799","proposals plans type additionally priorreviewed bank"
"P088799","fm arrangements designed mitigate fiduciary risk generated management funds poorly capacitated communities weak control environment"
"P088799","chart previous project audit opinion auditors previous"
"P088799","dissemination media employed project ihome page project news technical information results attained ii printed periodic reports project annual reports project news projecttargeted departments municipalities microcatchments iiinews media print radio television iv promotional campaigns transmitted radio educational programs videotape shown localhegional television meetings courses vi printed material distribution target microcatchments booklets folders reports vii media determined project including audiovisual"
"P088799","fm specific measures fdrs adopted implemented project preparation process include transparency governance seminars targeting staff mag consultant preparing projects seminar carried february governance transparency seminars extended final beneficiaries project ngos municipalities complemented fm capacity building training conditions scope grants communities formalized written agreement community mag fdrs disbursement conditioned existence reliable control framework level outputhervice delivery final beneficiary identification beneficiaries training relevant stakeholders operational manual chapter fdrs include detail description processes iselection beneficiary organization preliminary requirements selected instance satisfactory evaluation administrative financial capacity preselected municipality ii required planning documents determine annual grant selected organization iii procedure project specific bank account beneficiary iv implementation control procedures fdrs upper lower limit transfer funds vi special procedure authorize transfers threshold required documents level disbursement previous transfer release transfer funds municipality vii description financialproject management training delivered beneficiary organizations viii fdrs specific accounting process pmuproject accounting accounting register cash transfers ix fdrs specific reporting requirements description functionalities fdrs module project management information system xi description staff functions team dedicated management fdrs xii terms reference concurrent audit specifically covering fdrs abovementioned operational manual requirements related fdrs approved bank fm team"
"P088799","governance issues identified risks parn including iinstitutional weakness including government institutions inadequate management systems leading inefficiencies iiinadequate fm management contributing inappropriate fm procurement practices insufficient internal controls weak control decentralized entities iiilack experience approaches foster public accountability transparency specifically civil society participation broad access public information"
"P088799","matrix summary complementary initiatives implementation planning stage"
"P088799","requirements applied eligibility beneficiaries individual smallscale farmers iactively participate definition priorities local steering committees foreseen project participatory management process ii prepare subproject proposal based priorities approved iiisign terms commitment execute planned activities approved proposal iv included eligible beneficiaries incorporated projects annual operational plan prepared microcatchment community development cdgs iproof legal personality ii actively participate definition priorities activities foreseen project participatory management process iii prepare subproject proposal based priorities defined approved iv sign terms commitment execute proposed activities approved proposal ensure approved subproject included projects annual operational plan prepared departmental level indigenous communities proof legal personality ii actively participate local project steering committees foreseen project participatory management process iiprepare subproject proposal based priorities defined icdp approved iiisign terms commitment execute proposed activities approved subproject iv included list eligible beneficiaries incorporated annual operational plan regional subunit municipalities icover projectselected microcatchment ii prepare subproject proposal based priorities defined approved iiiholdsign cooperation agreement mag iv ensure approved subproject included projects annual operational plan prepared regional level commit execute proposed activities approved subproject"
"P088799","targets established project activities related indigenous communities ac tivitiesnear total application indigenous peoples land access natural resources index comdletion titling drocess como"
"P088799","format fdrs ifrs administrative operational manual include fdrs funds subcomponent beneficiary organization semester cumulative fdrs funds category semester cumulative fdrs physical progress report semester"
"P088799","zcus staffed total microcatchment extensionists microcatchment social organization technicians microcatchments extensionists indigenous communities"
"P088799","frontier basically vanished eastern region push expand soy production resulted total deforestation native forests percent remain"
"P088799","social assessment found project files"
"P088799","function internal controller previous project consists exante control accounting checking"
"P088799","fund provide financial support farmers improve social inclusion adopt sustainable land practices contribute improving crop production farm productivity income improve animal health husbandry management diversify production systems topics"
"P088799","gefbank paraguay biodiversity project overlap municipalities microcatchments project departments san pedro caaguazu eastern paraguay"
"P088799","description items expenditure categories"
"P088799","gis built experience gis system require minor technical upgrade"
"P088799","gop confirmed rural poverty reduction environmental protection government priorities requested bank support implementation followon project parn"
"P088799","gop provide remaining financing million"
"P088799","governance transparency workshops benefit mag fm staff"
"P088799","government paraguay gop recognized address poverty rural include vulnerable agricultural environmental challenges shown degree commitment initiatives levels policy level creation social cabinet presidency joint ministerial solutions paraguays major social"
"P088799","governments agricultural livestock research extension services weak"
"P088799","governments development strategy objectives sustainable growth agroindustry export diversification increased human capital policies enhance equity increased access basic services welltargeted poverty reduction programs include vulnerable facilitate participation civil society formulation public policy control public expenditure"
"P088799","grants demanddriven support costs investments smallscale infrastructure technical assistance services"
"P088799","chaco migrated eastern region maka chamacocos adapted urban chiriguano lives indigenous colony department canindeju"
"P088799","guarani forest dwellers smallscale farmers principal products corn sweet manioc hunting gathering complements"
"P088799","guarani emphasize maintain culture establish peaceful relationships cooperation respect equality paraguayan society"
"P088799","habitat occupied communities recent undergoing deforestation consequent environmental deterioration provide communities significant sustenance"
"P088799","head administration finance experienced committed"
"P088966","assessments reviewed organizational structure implementing project interaction project staff responsible procurement semplans relevant central unit administration finance"
"P088966","average house size approximately average land plot size approximately moxm allowing future expansion built"
"P088966","individual operations seek demonstrate significant investments returns municipal level framework sound fiscal discipline"
"P088966","teresina project developed support federal governments vision equitable sustainable competitive brazil outlined ppa provide complementary interventions proposed pac"
"P088966","bank providing support gepi agespisa pmss development alternative wss service delivery models interior including scenarios loss teresina utility"
"P088966","bank position capitalize role global knowledge broker facilitating comparative learning exchanges significant portfolio urban environmental projects municipalities brazil"
"P088966","bank uniquely positioned provide extensive global experience support sector reforms improved municipal management practices"
"P088966","bank project support continued efforts identify feasible service delivery arrangement teresina timeframe bringing line requirements law demands ministkrio pziblico formal contractual arrangement wss service provision developed teresina competitive bidding process"
"P088966","bank project support continued efforts identify viable service delivery arrangement teresina january compliance requirements law demands ministerio pdblico"
"P088966","bank team extd support providing assistance communicate public civil society decisionmakers parties implications municipalizing contracting service"
"P088966","bank enter individual investment loan agreement municipality finance investments"
"P088966","banks involvement project focuses strengthening clients capacity apply environmental safeguards project preparation implementation"
"P088966","banks review selection consultants accordance appendix guidelines selection employment consultants provisions stipulated loan agreement"
"P088966","bdb designated account exclusive project controlled pmu"
"P088966","benefits arising avoided damages losses result interventions flooding allocated drainage component avoided damages losses health costs divided drainage component sewerage component"
"P088966","bmlp designed phased manner anticipated degree readiness preparation project timing federal government releases package negotiation loan individually appraised negotiated"
"P088966","borrower prepared procurement plan pp project implementation describes procurement methods employed"
"P088966","bounded logit model utilizes endogenous control consistency income calculation wtp median defined solely positive values family income utilized asymptotic estimator providing wtp result"
"P088966","canals linking lagoons improved"
"P088966","capacity recovering costs interventions identifying specific revenue generated component considered task"
"P088966","capacity recovering costs interventions identifying specific revenue generated component account task"
"P088966","city evolve major regional economic centre intends opportunity liaise federal governments civil society boost economic growth municipality sectors teresina businesses services"
"P088966","clay extraction process causing intense environmental degradation"
"P088966","clay extraction process lagoa dos oleiros intense environmental degradation formation abandoned shafts cavas accumulate water meters deep undermine natural drainage"
"P088966","combined wastewater treatment receiving body water quality modeling analyses concentrated alternatives alternative collection treatment wastewater subbasins based installation flow anaerobic sludge blanket uasb reactors final effluent disposal existing drainage canals lagoons"
"P088966","community fora bestplaced body encourage coresponsibility parties vital element eventual success sustainability project interventions"
"P088966","community fora bestplaced entities encourage responsibility parties vital element eventual success sustainability project interventions"
"P088966","component undertake specific interventions operational reasons implementation physical interventions carried basis spatial units defined limits regions hydrographic subbasins coincide neighborhood boundaries"
"P088966","conceptual design wastewater treatment developed water quality modeling techniques ascertain impact levels treatment receiving water bodies demonstrated receiving river body assimilation capacity accept preliminary treated effluent"
"P088966","concern holistic approach development led call integration bank funded projects"
"P088966","conclusions assessment fm arrangements proposed project annex satisfy banks minimum requirements fm systems effectively control monitor project provide reasonable assurance accurate timely information implementation status"
"P088966","conversion factors economic assessment study carried banks water sector modernization project pmss adopted"
"P088966","corrective measures agreed summarized action plan annex"
"P088966","corrective measures agreed summarized action plan risk assessment municipality rated"
"P088966","preliminary final reports found project files iwater quality modeling lagoons adjacent rivers demonstrating effects scenarios wastewater effluent quantity quality receiving water bodies iihydraulic modeling lagoons drainage system flood simulation scenarios iiifeasibility study design water supply seweragesanitation systems preliminary engineering design optimization water supply system lagoas norte iv traffic demand study feasibility engineering design lagoas norte road system diagnosis environmental recuperation degraded lagoons vi structural geological hydrological safety study river parnaiba river poti dike system vii topographical survey lagoons flood lines registedmapping typologies houses region identification affected flood lines viii feasibility study urbanizatiordlandscaping lagoas norte project ix project concept report including consolidation project preparation studies institutional implementation arrangements results framework civil implementation phasing arrangements procurement plan diagnosis local employment income promotion lagoas norte region xi diagnosis wss service delivery alternatives teresina xii diagnosis pmts financial fiscal budgeting administrative management procedures recommendations improvement xiii diagnosis pmts education policy strategy performance recommendations improvement xiv development installation computerbased project management information system mis"
"P088966","demographic profile municipality broadbased age pyramid predominance females representing percent total"
"P088966","design resettlement program aims guarantee quality life families affected physical sense lost original homes aspects loss income interruption productive activities disruption social support networks neighborhood relations"
"P088966","detailed economic financial fiscal analyses reports project files"
"P088966","detailed studies undertaken preparation ppp model descriptions alternatives considered pmt project files"
"P088966","details analysis annex"
"P088966","diagnosis prognosis restructuring teresina wss service delivery model undertaken support project preparation phrd grant financed series related technical financial legal studies"
"P088966","dikes safety assessment report found project files main conclusion stability slopes dikes risks rupture nonexistent"
"P088966","dikes safety assessment report found project files main conclusion stability slopes dikes risks rupture nonexistent"
"P088966","disorderly irregular housing occupation lagoons source health risks approximately resident population"
"P088966","disorderly occupation lagoon banks indiscriminate disposal domestic solid waste exacerbate situation"
"P088966","ear emp summarized"
"P088966","econometric method obtaining data wtp based bounded logit parametric model consists calculating wtp relating probability affirmative response amount maximum likelihood estimation selected variables variable relating sum actual income"
"P088966","economic growth component based dual approach objective attract investment encourage entrepreneurial skills citys residents strengthening economic activities city outlying rural"
"P088966","electricity costs inserted operating costs"
"P088966","encroaching occupation sediment volume solid waste conspire restrict flow capacity natural drainage system comprising lagoons channels interlinking entire perennial flooding risk"
"P088966","environmental control program related interventions emp ensure activities undertaken secure maximum positive environmental impact lagoons"
"P088966","environmental management division gma responsible administering executing environmental policy participating planningexecution environmental licensing monitoring education view preserving conserving upgrading environment quality municipality"
"P088966","establishment wastewater drainage management systems road system improvements recovery banks lagoons rives accompanied activities aimed population aware conserve infrastructure services provided live harmoniously regions water resources"
"P088966","execution arrangements utilize entities handle project coordination participation linked levels"
"P088966","execution arrangements utilize entities handle project coordination participation linked levels project steering committee conselho de acompanhamento include mayor prefeito municipal secretaries planning coordination finance education health coordinating unit coordenagdo pmu"
"P088966","execution project procurement accordance bank guidelines responsibility special procurement commission comissdo especial de licitaqces"
"P088966","families resettled option accessing existing housing market"
"P088966","federal government gob requested banks support focusing strategically economically creditworthy municipalities achieve concrete impacts demonstrate benefits targeted investments coupled support municipal fiscal management"
"P088966","financial analysis conducted individual intervention global cost project based identification respective incremental revenues costs resulting implementation interventions"
"P088966","financial assessment takes consideration incremental income expenditure accruing project implementation"
"P088966","financial assessment annex takes consideration incremental income expenditure accruing project implementation"
"P088966","financial management risk project rated substantial adequate mitigating measures implemented"
"P088966","financial monitoring module operational integrated budget physical implementation progress module"
"P088966","activity dealt secondary data obtained research carried institute applied economic research ipea quantified cost involved accidents metropolitan annex economic analysis report project files survey"
"P088966","civil interventions involve resettlement families expected initiated project implementation"
"P088966","loans bmlp uberaba board project document march"
"P088966","loans bmlp uberaba board project document march bmlps loan recife approved december"
"P088966","objective attained ikey capacity building technical assistance ta activities entities involved financial budget management environmental licensing control urban planning development iisupporting pmts compliance federal wss including preparation municipal wss plan creation strengthening municipal wss regulating body formalization service delivery mechanism consistent federal law iiiimproving efficiency education services delivery policy strategy review ta capacity building activities iv providing ta elaboration implementation local economic development led vision strategy teresina"
"P088966","phase alternative implemented project water quality modeling solution demonstrates absence deleterious impacts water quality parnaiba river selfpurifying capacity river stretch consideration"
"P088966","fiscal denominated debt assessment lowrisk exchange rate"
"P088966","flooding region consequences resident population"
"P088966","floods led extension boa esperanqa dike mocambinho iithe upgrading communication drainage channels lagoons iiithe installation pumping systems oleiros mocambinho lagoons"
"P088966","flow communication channels lagoons preferential route stormwater flow lagoon series"
"P088966","flow funds project project treasury contractors account account wb pmt services teresina treasury"
"P088966","fm assessment subsequently updated loan october february"
"P088966","fm risk implementation project rated substantial adequate mitigating measures identified discussed implemented ensure adequate financial management execution"
"P088966","alternative arrangements project implementation considered pmt ia project management unit unidade de gestdo projeto pmu linked mayors office project denominated special project projeto especial ii pmu created municipal secretariat planning semplan iiicreation oscip temporary management entity independent structure routine municipal government contracted management contract pmt"
"P088966","main actions project contribute improving social status quality resident population resettlement population involuntary resettlement population risk living affected improvement related reorganization road system"
"P088966","main reported expected direct beneficiaries project ianimals streets iipollution watercourses iii poor education iv lack potable water lack sewerage vi transport vii dirt streets viii safety ix lack leisure poor health xi garbage street xii dust xiii poor public lighting installations xiv dirty water xv lack electricity blackouts xvi poorlack sidewalks xvii poorlack street paving xviii noise xiv flooding"
"P088966","results obtained percentages benefits considered light requirements abovementioned cost benefit analysis"
"P088966","indicators apply education system teresina"
"P088966","issues addressed taxation tax administration planning budget formulation legislative analysis legal approval budget execution accounting internal external control issues institutional environment legal basis public administration organization human resources information systems"
"P088966","key issues risks procurement component implementation project identified procurement cycle management technical team project located pmt"
"P088966","fora organized projects social outreach team responsible social community development resettlement planning implementation accompaniment include representatives municipalitys urban environmental development superintendency centremorth region sducn responsible civil execution supervision ii municipal secretariats involved implementation local project actions competence iiicommunity representatives civil society ngos provide social services project intervention"
"P088966","fora organized projects social outreach team responsible social community development resettlement planning implementation accompaniment include representatives municipalitys urban environmental development superintendency centrenorth region sducn responsible civil execution supervision iithose municipal secretariats involved implementation local project actions competence iiicommunity representatives civil society ngos provide social services project intervention"
"P088966","foras monitoring project implementation progress discussed regular fora meetings drawingup aop subsequent financial"
"P088966","frequent overflow lagoon waters rainy season floods epidemics"
"P088966","environmental impact assessment report resettlement framework policy found project files"
"P088966","range activities support potters included projects generation employment income subcomponent"
"P088966","rehabilitation lagoons achieved drainage interventions lagoons revert original natural wastewater solid waste collection interventions minimize pollution allowing lagoon environment stabilize improve allowing reestablishment permanent stretch water lagoon overflow flooding rainy season"
"P088966","future population figures projected accordance timescale project"
"P088966","garbage collection service covers average percent homes region municipal dump"
"P088966","description items expenditure category"
"P088966","guiding principles bank support municipalities include bank lending relate main development challenges outlined banks municipal city strategy bank operations catalyze multimunicipal exchanges learning bank support directed larger municipalities population operations cities tackle complex development challenges"
"P088966","health divided specialties primary care actions related special central government health programs epidemiology zoonosis"
"P088966","groundwater level soil conditions region permit septic tanks solution dealing wastewater"
"P088966","figures recorded poti velho mafrense neighborhoods household"
"P088966","horizontal approach aims draw comparative experiences integrate municipal portfolio thematic umbrella concept"
"P088966","hospitals deal complex providing outpatient treatment accident emergency services obstetrics neonatology health centers deal outpatients primary care"
"P088966","human social development component relates poverty reduction social inclusion policies combine economic efficiency social equity"
"P088966","hydraulic solution implemented project ensure permanent bodies water espelhos de dgua lagoons comprising drainage system lagoas norte region"
"P088966","identification projects interventions based objectives description provided pmts federal government approved carta consulta refined result detailed discussion bank project preparation"
"P088966","illiteracy rate remains percent"
"P088966","impact project activities lagoa dos oleiros apparent implementation"
"P088966","impact effluent discharge phase intervention monitored verify conclusions modeling exercise"
"P088966","impacts infrastructure identified assessed confined implementation phases"
"P088966","implementation arrangements project organized levels strategic decisionmaking ii operational coordination iii execution"
"P088966","implementation suitable infrastructure constraints public sector investment capacity restricted capacity beneficiaries pay rates charges taxes key elements analysis"
"P088966","improvements financed project designed improve efficient operation water reticulation systems serve intended beneficiary neighborhoods lagoas norte region reinforcing existing distribution mains networks creating ring mains sectorization district management extending distribution networks serve resettled families reside"
"P088966","inappropriate operation lagoon macrodrainage system lack adequate urban environmental control pmt induces irregular occupation flood line houses frequently flooded rainy season"
"P088966","incidence dengue meningitis highlights scaling urban environmental interventions respect"
"P088966","increased reliance contract teachers weaken professionalism"
"P088966","individual projects linked knowledgesharing policy analysis component federal level supported separate grants"
"P088966","industrial sector weak representing percent regions economic activity"
"P088966","infrastructure interventions supplemented income generation programs social educational nature view improving relationship residents home environments"
"P088966","institutional aspects contribute sustainability investments municipal strengthening financial budget management processes capacity improvements service delivery urban environmental management capacity processes"
"P088966","internal structure system comprises levels components subcomponents actions"
"P088966","interventions designed phased time geographically series technically linked packages"
"P088966","interventions scope size undertaken stages based exercise identified ranked interventions prioritization scale"
"P088966","interviewees information rents paying properties tenants sale price properties owneroccupiers"
"P088966","investments operating costs costs involved management maintenance ensure proposed interventions produce desired benefits disaggregated unqualified labor qualified labor materials equipments bdi local administration tax"
"P088966","issuesrisks procurement identified mitigation measures include investments organizational structure human resources equipment pmu"
"P088966","key outcome indicators measure attainment projects objectives"
"P088966","lack reliable audit professional standards teresina risk contracting auditors closely monitored"
"P088966","lagoas norte comprises neighborhoods covering neighborhoods comprising lagoas norte region francisco mocambinho poti velho olarias alto alegre itaperu mafiense sbo joaquim nova brasilia aeroporto alvorada matadouro acarape total ha"
"P088966","lagoas norte project consists range activities benefit population municipality teresina bulk activities directly focused population living lagoas norte region"
"P088966","lagoas norte project targets physical interventions northern sector city teresina proposed coordinated activities drawn development priorities identified teresinaagenda planning exercise contained pmts government plan"
"P088966","lagoas norte region consists neighborhoods covering km data people live region population density varies inhabitants hectare ssio francisco neighborhood inhabitants hectare olarias"
"P088966","lagoas norte region public municipal primary schools"
"P088966","lagoas norte region located confluence poti parnaiba rivers highly vulnerable environmental view result combination ia incidence fluviallacustral sediments iia flat lowlying floodprone iii permeable sandy soils iv shallow water bodies forming interlinked series lagoons"
"P088966","lagoons characterized suffering advanced process environmental degradation accompanying public health risks"
"P088966","lagous norte project conceived idea intervening aforementioned scenario bring human occupation increase quality people living improve local environment"
"P088966","floods occurred beginning disastrous results families homeless receiving assistance pmt welfare services temporary housing public shelters homes relatives friends"
"P088966","function absorbed existing pmu staff"
"P088966","percent households lagoas norte similar homes bathrooms lavatories whatsoever average recorded city"
"P088966","program initiated implementation city designed integrate periurban citys infrastructure socioeconomic fabric crosssectoral interventions designed participatory urban upgrading basic service provision social inclusion employment creation activities"
"P088966","law requires inter alia municipalities formalize contractual arrangements service providers local governments introduce regulatory watchdog mechanisms prepare wss plans"
"P088966","lugous norte region consists neighborhoods covering km resides people"
"P089985","dsp bank financed dam safety projects modern approach armenia romania indonesia sri lanka countries"
"P089985","proposed extant government fm procedures contained documents public department pwd manual central public account code financial rules respective cwc fm arrangements drip documented fm manual standardizes policies procedures reporting formats"
"P089985","proposed extant government fm procedures contained documents public department pwd manual central public account code financial rules respective central government cwc fm arrangements drip documented concise financial management manual fm manual"
"P089985","constructional activities dams priori possibility due excavation property historical cultural religious importance found"
"P089985","esmf based esa conducted sample ten dams tentative list activities proposed participating possibility environmental social aspects identified addressed esmf arise implementation"
"P089985","location dams rehabilitated moment possibility dams located tribal populations reside"
"P089985","scope physical funded drip limited rehabilitation improvement existing dams environmental impacts project interventions expected significant"
"P089985","wrds participating implemented hydrology project andor implementing hydrology ii project staff departments familiar bank requirements"
"P089985","project involve party construction supervision execution quality monitoring arrangements civil contracts efficient built project design contract management quarterly financial reviews crucial"
"P089985","single source single nil firms source contracts subject prior review bank irrespective individual addition consultants contract irrespective implementing agency subject prior review bank"
"P089985","site engineers instructed supervise compliance technical specifications including environmental clauses"
"P089985","social development specialist sasdi vibhuti narang khanna program assistant sasda lilac thomas program assistant sasda"
"P089985","solutions focus structural measures structural remedial measures ensure dam reservoir sustainability maximize safety population property downstream dams"
"P089985","dams cultural property temples idols dam impacted dam strengthening activities"
"P089985","land acquired spillway enlargement expected involve resettlement people acquiring private land"
"P089985","key internal controls approval transactions accordance prescribed delegation administrative financial powers mandated expenditure specific budgetary provision departmental demand grants authorization finance department executing duties assigned respective departmental code office competent authority verification recording transactions prescribed procedure monthly rendering accounts reconciliation ag treasury check measurement inspections authority level organizational structure implementing agency thirdparty monitoring quality construction review internal controls"
"P089985","main advantages include sharing practices knowledge gained project documents enhance implementation project ii introduction sense competition iii central services optimized benefit iv underperformance funds transferred performing"
"P089985","proposed relevant tasks provision formal onthejob training project staff districtzonal central level ensure awareness environmental social issues implementation esmf provision guidance support collect data investigation stage determine environmental social impacts including standalone emps required setting monitoring reporting system transparent social environmental issues related rehabilitation dams proposed mitigation actions required thirdparty construction supervision efforts ensuring actions agreed minimize environmental impacts implemented"
"P089985","relevant tasks consultants include provide formal onthe job training project staff district central level ensure awareness environmental social issues implementation esmf provide guidance support collect sufficient data investigation stage determine environmental social impacts including standalone environmental assessments environmental management plans based outline provided esmf set monitor reporting system transparent social environmental issues related rehabilitation dams mitigation actions provide guidance support implementation adequate monitoring social environmental parameters thirdparty construction supervision efforts ensure actions agreed minimize environmental impact implemented"
"P089985","proposed combine dam rehabilitation development"
"P089985","specialized skills staff departments hired local international consultants deployment divisionsunits"
"P089985","specific measurements measure indicator include availability detailed operation maintenance manuals regular inspections development information technology analytical tools generate collect evaluate monitor disseminate data dam safety operations project dams basic dam safety facilities percentage required budget adequate om dams project dams emergency response plans prepared disseminated population"
"P089985","spillway floods change result project interventions"
"P089985","spmu kerala provide procurement training officers"
