Project,Text,Target
100000,financial management dimension project affected interalia weak planning capacity delays budget allocation beginning project implementation usual projects peru low budgetary execution evidenced pervasive low execution experienced central government budget ii pending recruitment key staff support project implementation iii pending adoption om include process procedures roles responsibilities financial management project iii potential delays implementation gestor produce financial reports project componentscategories,NO MAP
100000,exante costbenefit analysis considered incremental costs benefits attributable project identified based activities proposed project developments expected occur future reflected theory change,NO MAP
100000,exante costbenefit analysis relied information sources statistical data collected information systems ii information provided directly governmental institutions involved project preparation iii studies reports specialized articles iv specific assumptions characteristics activity implemented project,NO MAP
100000,exante costbenefit analysis designed estimate standard economic financial indicators including economic financial net enpv fnpv private social prices period financial economic internal rates return eirr firr benefitcost bc ratio payback period,NO MAP
100000,final assessment carried project provide inputs implementation completion results report icr prepared months project closesto evaluate final results assess performance capture key lessons,NO MAP
100000,final matching grant ceilings costsharing requirements detailed implementation arrangements grants manual,NO MAP
100000,fm manual include financial accounting policies procedures project ii organization fm unit functions staffing relevant job descriptions special emphasis segregation duties iii flows templates transactions iv disbursement procedures project budgeting planning procedures financial forecasting vi project reporting auditing,NO MAP
100000,focal crops green lentils chickpeas dried beans red lentils vetch peas participatory research led tagems research centers regions,NO MAP
100000,focus improvements systems linked tap portal support extended relevant soilland subsystems moaf,NO MAP
100000,format financial statements attached minutes negotiations submit annual audited statements project wb months fiscal project audit reports publicly ii procurement,NO MAP
100000,requirements moaf implementation maintain adequate project financial management system page turkey climate smart competitive agricultural growth project tucsap maintain dedicated financial management staff financial management consultant project implementation period prepare interim unaudited financial reports project quarterly basis submit wb days quarter project financial statements audited treasury controllers terms reference acceptable wb,NO MAP
100000,bulk required financing expected sourced domestic markets liquidity minor contribution international borrowing,NO MAP
100000,caaa submit disbursement claim world bank funds disbursed world bank goi ibrd loan terms,NO MAP
100000,cag carries compliance performance audits annually auditrelated queries reported legislature public accounts committee recommendations actions,NO MAP
100000,challenges terms ensuring operationalization enforcement regulations bridging gap institutional systems capacity evidence based reporting social development outcomes,NO MAP
100000,challenges noted terms ensuring operationalization enforcement regulations bridging gap institutional systems capacity evidencebased reporting social development outcomes resulting social risk rating substantial,NO MAP
100000,chennai unified metropolitan transport authority cumta created provide institutional coordination mechanism ten agencies organizations operationalized,NO MAP
100000,cma fourthmost populous metropolitan india encompasses sq km,NO MAP
100000,cmwssb gcc prepare eprocurement roadmaps achieve phased manner targets related eprocurement contract management modules timely public disclosure contract awards,NO MAP
100000,covidinduced crisis highlighted services limitations current delivery models created imperative pivot sustainable delivery building,NO MAP
100000,csusp proposed engagement partnership supports government program identified phase chennai program,NO MAP
100000,current project design reflects priorities establishing institutional mechanism gender lab support datadriven genderinformed planning design adjustment policy training planners enhancing primary modes women bus fleet augmentation complete street approach,NO MAP
100000,department supported social environmental communications experts cscl,NO MAP
100000,design consultants packages assessed social impacts conducted stakeholder consultations preparation dpr,NO MAP
100000,design metering nrw network extension solutions based surveys studies current network capacity performance,NO MAP
100000,health care sector estimated contribute percent total emissions developed countries consumes countless liters fossil fuel patients medical professionals travel appointments pick prescriptions obtain tests results,NO MAP
100000,health financing reforms significant increases spending,NO MAP
100000,school strengthening subprogram envisages increase outlay threeyear historical outlay million linear projection previous,NO MAP
100000,human capital delivery system refers financial administration system selected education health tsa employment programs defined program scope,NO MAP
100000,human capital sectors remain vulnerable continued effect pandemic government subsequent policy priorities policy directions,NO MAP
100000,human development sectors formed biggest gog budget recent indicating gogs priority commitment development human capital,NO MAP
100000,implementation agencies share information world bank allegations fraud corruption connection program investigate credible allegations received report world bank actions cooperate inquiry conducted world bank allegations indications fraud corruption connection program ii monitor abide world banks list debarredsuspended firms legal requirement iii develop inhouse user friendly procurement manual operations procedures reference ministries lepls,NO MAP
100000,implementation agencies share information world bank allegations fraud corruption connection program investigate credible allegations received report world bank actions cooperate inquiry conducted world bank allegations indications fraud corruption connection program ii monitor abide world banks list debarredsuspended firms legal requirement iii develop inhouse procurement operating procedures manual paragraph,NO MAP
100000,implementation risks interoperable systems reduced ongoing migration cloud common standards data management required privacy controls cybersecurity,NO MAP
100000,implementation support strategy based mechanisms enable enhanced implementation support government ontime effective monitoring program guidance implementing agencies technical fiduciary environmental social aspects,NO MAP
100000,implementation support comprises joint review meetings missions regular technical meetings field visits progress reporting dli achievement provide implementation support technical advice tables,NO MAP
100000,implementing agencies program moes moilhsa experience implementation world bank ipf operations,NO MAP
100000,incentives facing primary care providers strengthened primary care providers responsibility patient care patients multiple chronic conditions,NO MAP
100000,indicator measures average time submission applications average days certificationrecertification determine eligibility status tsa households eligibility ssa administrative biannual ssa moilhsa applicants submit benefit payment status tsa day records reports ssa submit payment bank agency liberty bank tsa benefit payment eligible households,NO MAP
100000,information static text worknet functions enrolment employer data entry vacanciesjob offers enrolment job seeker data entry cv online moilhsa web georgian languages azeri description armenian english vi,NO MAP
100000,inspection team responsible contract management delivery provided services carried managing fulfillment deadlines contract contractor set budget required standard communicating challenges procurement division respective units,NO MAP
100000,institutional arrangement light footprint pcu housed mof troubleshooting develop permanent results culture gog,NO MAP
100000,institutional arrangements operational level pcu ministeriallevel steering committee expected support provision required financing,NO MAP
100000,instrument proposed implement policy school digital education action plan implemented eu joint research centers selfie selfreflection effective learning fostering innovative educational technologies tool initiated georgia support estonian government,NO MAP
100000,introduction universal health care program uhcp provided benefits package cover primary secondary care services including planned ambulatory care emergency outpatient inpatient services elective surgery oncological services obstetric care essential drugs,NO MAP
100000,irrsp incrementally expand gather data municipalities government databases revenue service civil registry disability idp registries worknet employeremployees database developed mof electricity company database geostat poverty maps generate sophisticated indicators improve programming budget allocations,NO MAP
100000,irssp facilitate monitoring reporting information disaggregation geographic location vulnerable identification households support excluded current sp system,NO MAP
100000,doh centers health development chds directly support project implementation regional lgu levels provincial department health office pdoho,NO MAP
100000,doh experience implementing externally financed projects including ongoing philippines covid emergency response project pcerp funded world bank,NO MAP
100000,doh health promotion bureau hpb knowledge management information technology service kmits provide nationallevel support sbcc activities,NO MAP
100000,doh mother agency food drug administration manages tracks countrys food fortification program,NO MAP
100000,doh responsible delivery considerable portion nutritionrelated services anc phc mch adolescent health disease prevention control bureau nutrition staff regional level,NO MAP
100000,doh nutrition program experience procuring local nutrition commodities philippines pharmaceutical procurement incorporation pppi pa,NO MAP
100000,doh pmo coled directors bureau international health cooperation bihc disease prevention control bureau dpcb,NO MAP
100000,doh seeks pmnp functionally integrate nutrition provided ra phc services countrys health system transitions uhc,NO MAP
100000,doh technical oversight project implementation closely implementation teams dswd kcnpmo kc regional provincial project management offices rpmos project monitoring management monitoring target outcomes related improvement nutritional status children targeted project,NO MAP
100000,doh draw lessons extensive experience project leadership management involving lgu implementation,NO MAP
100000,doh responsible procurement component dswd responsible procurement component procurement component carried agencies,NO MAP
100000,doh formally share updates iatfzhs resolutions decisions proposed project nnc information purposes,NO MAP
100000,doh lead planning implementation reporting supplyside health nutrition interventions sbcc interventions,NO MAP
100000,doh provide ta barmm ministries health social services barmm regional nutrition coordinator develop contextappropriate health nutrition action plans strengthen management nutrition interventions,NO MAP
100000,dswd doh prepare submit unaudited interim financial reports ifrs days calendar quarter consisting financial reports projects statement financial position statement sources funds include current cumulative data compared plan fund source bank reconciliation statements dollar peso project bank accounts,NO MAP
100000,dswd doh colead implementing agencies dswd kalahicidss national program management office kcnpmo doh pmo responsible preparation projects plans project implementation management monitoring facilitation management fiduciary process fund management concerns budget allocation component,NO MAP
100000,dswd implementing ncddp additional financing philippines beneficiary social protection project world bank procurement regulations step,NO MAP
100000,system matures advanced health care analytics answer specific policy questions resources spent efficiently quality care improved basic administrative verification automated indonesia,Pollution prevention
100000,government ambitious national program ecological protection highquality development yrb strong commitments central provincial local governments agencies,Pollution prevention
100000,implied economic cost environmental degradation estimated percent gross domestic product gdp annually evident widespread air soil water pollution diminishing biodiversity levels,Pollution prevention
100000,improvement water quality improving ec improve ecosystem services enhancing es mitigate pollutionrelated water scarcity,Pollution prevention
100000,environmental risk rating substantial due risks potential pollution contamination occupational community health safety pesticides animal diseasecausing agentspathogens bacteria fungi mites viruses unknown precise footprint investment cumulative impacts limited capacity local institutions farmer environmental risk management,Pollution prevention
100000,indirect beneficiaries project include entire population mongolia benefit betterquality meat products ii local governments ram system ready extended iii road national statistics office,Pollution prevention
100000,intervention reduce partially loaded trucks temperature control mechanisms lead significant loss product quality,Pollution prevention
100000,introduction standards regulations improve meat quality receive strong policy support,Pollution prevention
100000,geographic prioritization activities component reflects croplivestock geographical patterns levels agriculture intensification negative climate pollution impacts climate vulnerability factors table,Pollution prevention
100000,compliance procedures department environment pollution control board adequate mitigate impacts program activities,Pollution prevention
100000,include health monitoring program indicator shellfish production shellfish production surveyed verification targeted covered health annual inrh carried status monitoring reports monitoring program accordance regulatory provisions analyses mapmdref meet conducted national international health requirements,Pollution prevention
100000,esmf measures screen assess mitigate potential environmental risks impacts application negative list risk screening environmental management plans ecops guidance pesticides disposal asbestos electronic wates,Pollution prevention
100000,development capacity manage increased level complexities contract tunnel management arising result accelerated highway development strengthen sustainability road network,Pollution prevention
100000,economic rationale investment covid vaccine strong massive continuing health economic losses due pandemic,Pollution prevention
100000,effective administration covid vaccines avoid health care costs potentially millions additional infection healthrelated impoverishment,Pollution prevention
100000,es performance indicators include reporting labor management worker conditions needle stick injuries health care waste audit findings recommendations health safety committee including implementation status corrective actions sexual exploitation abusesexual harassment seash related specific covid vaccine rollout,Pollution prevention
100000,es review focused accessible equitable supply safe effective vaccines method storage transportation handling vaccines management health care waste generated vaccination sites including agreements private sector health care waste service providers adequacy efficiency occupational health safety ohs ipc measures vaccination sites communications outreach activities including access grievance redress mechanism grm,Pollution prevention
100000,es review highlighted shortcomings implementation level management health care waste,Pollution prevention
100000,financial sustainability sjpnl measured extent volumetric billing collection efficiency om cost recovery wss services,Pollution prevention
100000,rising sea levels indonesias significant coastal population risk,Water
100000,expenditure framework assessment focus budget expenditure related program activities results improving water conservation improving water quality restoring key ecosystems promoting integrated strategic planning,Water
100000,government ambitious national program yrb strong commitments central local governments added includes application innovative approaches ecosystem water resources management application resultsbased financing incentives reach scale leveraing national international experiences,Water
100000,governments programs adjustment optimization reduce total water consumption sustainable limit,Water
100000,implementation program brings opportunities change womens role local resource management decisionmaking benefits influenced gender differences actions targeted increasing womens participation wuas decisionmakers empowering women local water management,Water
100000,design drainage alignment ensure road create barrier movement water preventing climate changeinduced flooding adjacent lands washout road,Water
100000,expected reforms support gender equality empowerment increasing female employment water service provider reducing waterrelated costs collection time presently fall disproportionately women girls,Water
100000,chennai water crisis insufficient rainwater suboptimal harnessing runoff current science vol january,Water
100000,complexity variation institutional arrangements performance challenges service delivery illustrated discussion essential urban services water supply sewerage wss urban mobility municipal swm public health care water resource availability supply sewerage,Water
100000,pap actions recommended address provide regular training staff maintaining town village sewage treatment facilities focusing ohs es impacts poor om establish monitoring reporting mechanisms meaningful public participation grm strengthen information documentation management program social risk management,Water
100000,demonstration subbasins  spread counties municipalities ,Water
100000,fragile soils loess plateau middle reaches river vulnerable erosion contributing percent rivers sediments,Water
100000,government program establishes comprehensive crosssectoral development framework coastal marine sectors regions cooperate maximize benefits sustainable marine coastal assets,Water
100000,government strengthen monitoring shoreline remote sensing technology support coastal planning changing climate,Water
100000,governments halieutis strategy identified aquaculture subsector growth potential international domestic demand seafood steadily growing,Water
100000,indicator assesses progress conserving marine coastal improve fish stock management,Water
100000,indicator measures technical total coastal forest reports restored program technical summary including field coastal forests activities accordance annual reports coastal forest anef data ndc pledges restoration activities restoration priorities restore climate resilience,Water
100000,indicator measures projects benefitted aquaculture description advice technical assistance anda formulation investment project notwithstanding date authorization aquaculture farm,Water
100000,indicator measures bylaws anda reviews led women annual anda aquaculture incorporation ownership page farms led women documents management established responsibilities operational documents confirm leadership support anda describing women management structure entities responsible aquaculture farms,Water
100000,engineering design roadworks includes detailed hydrology study design parameters adopted ensure protection identified flooding risks,Water
100000,economic losses caused drought percent flooding percent,Water
100000,phase program initiated shimla banksupported dpl contributed million financing address water crisis issues,Water
100000,blue revolution scheme closed march continued effort address sector challenges double fishers fish farmers income goi driven low intensity smallsize aquaculture,Water
100000,constitution pmu divisions market insurance scheme banking sector awareness outreach division headed deputy project director insurance cells fisheries aquaculture due diligence cell primarily promoting market insurance scheme ii financial sector fisheries literacy cell financial institutions promote credit linkage fisheries sector enterprises coordination division responsible ensuring coordination regional offices nfdb respective statedistrict fisheries department officials finance procurement division cells finance procurement cell ii cell,Water
100000,fundeb legislation mandates revenues collected main municipal taxes set resources redistributed school networks municipal based student enrollment equalization,NO MAP
100000,gob implementing systematic approach recover covid impacts human development,NO MAP
100000,fpa family protection accessible victims,NO MAP
100000,fpa protection accessible victims family sexual violence,NO MAP
100000,frequency moderate intensity tropical cyclones decline increase wind speeds category cyclones projected surge,Climate adaptation
100000,fulltime time epm staff assigned dowh epm progress training gopngdow staff mentor transfer skills annual monitoring dowh epm reports contractors key support staff develop reporting skills expertise including page papua guinea resilient transport project procurement financial management environment gender social development maintenance planning maintenance contract supervision road safety opbrc contracting,NO MAP
100000,information road characteristics assumption traffic table,NO MAP
100000,generated traffic assumed percent sections ramu section,NO MAP
100000,government counterparts weak capacity financial management fm proactive environmental social risk management safeguards lengthy intricate public procurement processes pose significant challenges effectiveness sector institutions,Climate adaptation
100000,grant agreement executed delivered behalf borrower,NO MAP
100000,grant agreement executed delivered behalf recipient,NO MAP
100000,grant agreement include provision retroactive financing amount payments project eligible expenditures incurred signing date grant agreement project april,NO MAP
100000,grm process promoted communities proximity project sites ensure mechanism understood individuals opportunity provide feedback complaints project impacts workforce,NO MAP
100000,grm feedback continued improvement projects,NO MAP
100000,grm stipulate service standards progress epm monitoring grievances responded ensuring project annual dowh epm reports reporting stipulated service standards timely responses citizen feedback grievances,NO MAP
100000,grs ensures complaints received promptly reviewed address projectrelated concerns,NO MAP
100000,hazard assessment identify risks damage pipeline mitigated design andor preventative measures construction,Climate adaptation
100000,highlands average rainfall reach mm history severe floods,NO MAP
100000,highway supports mining agroindustrial activities region specifically beef sugar palm oil production,NO MAP
100000,highway supports mining major agroindustrial activities region specifically beef sugar palm oil production extensive domestic cocoa production,NO MAP
100000,hiritano highway connects countrys capital port moresby capital gulf region kerema,NO MAP
100000,hybrid contract elements traditional roadworks contract bill quantities boqunit prices opbrc reflects balancing contractual risk employer contractor,NO MAP
100000,hybrid opbrc includes initial repairsimprovement coastal valley section rehabilitation portions valley section poor condition output performancebased maintenance,NO MAP
100000,hybrid opbrc operates similar designbuildmaintain dbm contract,NO MAP
100000,dsce articulated vision strategy period,NO MAP
100000,effort cautiously similar attempts countries africa worldwide taking stock key lessons learned correct identified missteps fundamental risk mitigation measure,Climate adaptation
100000,esia component brt corridor infrastructure prepared consulted disclosed december,NO MAP
100000,esmf focuses activities components locations defined project implementation infrastructure improvement selected feeder roads public space improvements brt stations,NO MAP
100000,esmf cleared disclosed december,NO MAP
100000,esmf guidance environmental assessment investments extended ta included project,NO MAP
100000,esmp identifies categories measures mitigation measures consist environmental protection measures allowing reduce direct effects road construction ecosystems socioeconomic environments ii compensation measures unavoidable negative impacts brt lane construction iii positive impact enhancement accompanying measures proposed positively influence patterns road infrastructure improve social economic conditions populations served,Climate adaptation
100000,exact amount modalities assessed ifc advisory ppp structuring phase,NO MAP
100000,exact content investment packages formulated stations pilot investment selected development plans finalized,NO MAP
100000,fastpaced population growth cameroon allowed notable urbanization rate stands subsaharan peers,NO MAP
100000,final selection station pilot investments formulation stationarea development plans follow participatory process articulated charettetype workshops engage informal formal private sector actors residents people disabilities womens associations public transit users define specific investments support inclusive local economic development design construction supervision pilot investment packages brt stations identified stationarea development plans pilot demonstration,NO MAP
100000,financial analysis carried project conduct detailed analysis potentially viable fare structures ensure competitiveness affordability perspectives operator users,NO MAP
100000,fleet renewal public transport providers climate change mitigation measure directly reduces ghg emissions improves resilience sector,Climate mitigation
100000,fm residual risk deemed moderate,NO MAP
100000,fm procedures manual pdvir standardized fm manual procedures developed caa world bank idf support customized reflect specificities project,NO MAP
100000,additional measures undertaken project effective standardized fm manual procedures developed caa world bank idf support customized reflect projects specificities accounting software configured ppa parameterized handle accounting reporting project accountant designated cud recruited terms reference tor acceptable world bank staff inspectorategeneral services inspection générale des services designed fulfill internal audit function project dedicated internal auditor conduct expost reviews page douala urban mobility project project transactions procedures ensure identified weaknesses addressed satisfactory manner external auditor recruited conduct annual financial audit financial statements project review internal control system,Climate mitigation
100000,forecasted daily ridership brt passengers served fleet articulated buses feeder routes,Climate mitigation
100000,format ifr agreed negotiations,NO MAP
100000,composition psc detailed pim,NO MAP
100000,composition psc detailed project implementation manual pim,NO MAP
100000,global shift urban sprawl inclusive transit oriented development tod applied improve urban mobility african cities,Climate mitigation
100000,government budgeting process calendar disseminated project team align project budget preparation timeline national budget,NO MAP
100000,government local central levels benefit institutional reform capacitybuilding activities preparation implementation stages,NO MAP
100000,grs ensures complaints received promptly reviewed address project related concerns,NO MAP
100000,impact projects lowcarbon mass transit system climate change mitigation significant compared project scenario brt cut ghg emissions due transport douala minimum percent projects lifetime,Climate mitigation
100000,impacts poverty exacerbated rates inequalities,NO MAP
100000,integration esmp civil bidding document mees commitments environmental social commitment plan,NO MAP
100000,integration esmp civil bidding document mees commitments escp,NO MAP
100000,involvement regional elected officials participatory manner expanded roles regions decentralization ensured participation representatives local governments including regional council oriental stakeholders including private sector civil society including wilaya oriental cri oriental,NO MAP
100000,iva confirm technical achievement indicatorspbcs amount eep incurred,NO MAP
100000,iva prepare results verification report shared ministry finance world bank,NO MAP
100000,key procurement risks identified include review sample contracts shown delays awarding infrastructure contracts,NO MAP
100000,kingdom significant social economic progress political stability public investments institutional sector reforms,NO MAP
100000,considered major connectivity investment triggered sizeable economic benefits hinterland,NO MAP
100000,assigned entity charge auditing gom programs line countrys financial audit arrangements financial management team carried comprehensive assessment igf complemented pefa annual review performance entity,NO MAP
100000,sets resilient inclusive sustainable territorial development strategic pathways achieve growth ambition formulated,NO MAP
100000,limited size existing private sector emerging industrial sector undermine rapid organic development dynamic northeast region,NO MAP
100000,line item budget projectprogram title funds earmarkedringfenced project,NO MAP
100000,list reviewed world bank esms subsequently developed smes related activities pbcs sufficient detail implementation,NO MAP
100000,list eligible expenditures detailed pom table table,NO MAP
100000,loan funds transferred treasury account central bank bank al maghrib managed treasury kingdom tgr project designated account,NO MAP
100000,main environmental risks include vegetation clearing earth producing volumes excess material generation construction waste river crossings dust noise vibration extraction natural construction materials operation camps,NO MAP
100000,main objective capacity assessment determine ias capacity adequately carry procurement function project,NO MAP
100000,main procurement packages include procurement road construction maintenance contracts including laborintense performancebased contracts consulting firms required provide technical assistance implementing agencies mediumsize nonconsulting contracts,NO MAP
100000,main risk lies relative lack experience specific implementing agencies procedures world bank additional adequate human resources,NO MAP
100000,main risks lie complex design project simplified extent projects integrated nature,NO MAP
100000,major procurement activities project include procurement contracts improvement road infrastructure potentially contracts ranging million road construction rehabilitation maintenance total amount million laborintensive contracts road maintenance total amount million,NO MAP
100000,majority species identified local species distribution road,Biodiversity
100000,market qualified experienced bidders,NO MAP
100000,mechanism includes threestep process reception diverse entry national platform wwwchikayama phone letter inperson categorization treatment grievances aims resolve grievance day period,NO MAP
100000,economy paraná severely affected covid pandemic,NO MAP
100000,effectiveness consultations monitored share representatives vulnerable social established institutional instances indigenous peoples traditional communities council consultation deliberation relevant programsthematic reporting satisfaction engagement process,NO MAP
100000,effectiveness system hampered lack geospatial mapping highresolution spacetime stochastic models federal university santa catarina,NO MAP
100000,efficiency innovative agenda basis implementing priority program supported world bank,NO MAP
100000,efficient management natural resources environmental licensing process critical achieving paranás economic environmental goals,Biodiversity
100000,efforts updating registry information valuation legal documentation expected generate savings rental space fuel property maintenance free properties government auctions current holdings vehicles properties,NO MAP
100000,eligible hospitals participate program municipal,NO MAP
100000,emergency care network national council health departments conass maternal child care network mãe paranaense national international events,NO MAP
100000,transparency patients adults target refers prior portal children results,NO MAP
100000,entire operational arrangement transfer resources detail pom,NO MAP
100000,environment externality core human health,NO MAP
100000,environmental social issues proposed actions,Climate adaptation
100000,environmental licenses water rights licenses issued investments brl billion paraná fines resulting environmental infractions brl million,Water
100000,es risk ratings ipf component moderate,NO MAP
100000,es risks activities included pforr component classified moderate,NO MAP
100000,essa concludes borrowers implementing agencies experiences developing programs projects level complexity relevant track record es issues,NO MAP
100000,essa assessed risks potential adverse impacts pforr program concluded predictable temporary andor reversible,NO MAP
100000,essa concludes pforr component developed legal regulatory environment significant certainty jurisdiction implementing agencies enjoy stability strong oversight judicial extrajudicial bodies including mass media public opinion,NO MAP
100000,essential musthave features wellfunctioning public investment system include investment guidance project development preliminary screening ii formal project appraisal iii independent review appraisal iv project selection budgeting project implementation vi project adjustment vii facility operation viii project evaluation,NO MAP
100000,establishment investment committee critical step putting modern system preparation public investment projects,NO MAP
100000,exact annual preparation progress regulations manuals database outputs starting status,NO MAP
100000,execution rate investments averaged percent,NO MAP
100000,execution rate public investment spending percent reflects weaknesses project preparation delays preparing technical specifications bidding documents,NO MAP
100000,expected economic gain individuals saved multiplied productive life minus average gdp capita,NO MAP
100000,expected economic gain life saved additional lived individual discharged hospitals multiplied average annual earnings pnadc,NO MAP
100000,federal constitution laws combat fraud corruption define categories misconduct provide sanctions suspension political rights removal public office freezing assets financial compensation damages caused public treasury personal firms,NO MAP
100000,federal framework laws regulations procurement solid transparent public officials private sector,NO MAP
100000,potential negative risks impacts proposed pforr component predictable temporary andor reversible,NO MAP
100000,fiduciary risk substantial program funded budget lines requiring monitoring considerable amount information governments units systems,NO MAP
100000,final version sep labor management procedures disclosed days program effective date,NO MAP
100000,final version sep incorporate feedback consultation process,NO MAP
100000,financial execution budget lines carried executing units routine procedures federal laws regulations applicable,NO MAP
100000,financial statements program consist unaudited interim financial reports ifrs semester final semesters ifr serving programs annual financial statement,NO MAP
100000,financing covid clinical intensive care beds treatment patients infected sarscov,NO MAP
100000,findings assessment reflect comprehensive fm review potential implementing municipalities demonstrated sufficient fm arrangements decentralized level ensure budget decentralized funds properly accounted documented follow operations agreed fiduciary arrangements,NO MAP
100000,draft sep disclosed sepl website march,NO MAP
100000,fiscal pressure brought covid pandemic revealed undertake strategic real estate asset assessment examine current future real estate public sector alternative options subcontracting transport maintenance services consolidation real estate including rental options continued sale unused properties public auctions human resource management,NO MAP
100000,flow funds decentralized level municipalities health budget lines fundtofund fundo fundo mechanism health secretariat art complementary law january complementary law december establishment funsaude resolution dictates controls fundtofund faf transfers annual resolutions sesa,NO MAP
100000,danube water program financed development piloting tools support sector modernization efforts envisioned project,Water
100000,das linked ibrd loan denominated currency loan selected borrower eur das seco grant denominated usd,NO MAP
100000,development functional utility benchmarking system wss sector integrated subcomponent project design,Water
100000,development partner include world bank secretariat economic affairs swiss federal government seco european union swiss development cooperation swedish international development cooperation agency partners active sector coordination meetings inclusive active development partners,NO MAP
100000,difference gross emissions baseline emissions represents projects net emissions,Climate mitigation
100000,disbursement methods direct payment reimbursements advances,NO MAP
100000,disbursement methods direct payments reimbursements advances,NO MAP
100000,dleap regional integrated sustainable capacity building initiative national water utility associations comprehensive curriculum staff water wastewater utilities danube region,Water
100000,document underscores urgency tackling sectors performance footprint emphasizes critical invest sectors governance,NO MAP
100000,dwp aims strong utilities smart policies sustainable services sector serving million customers danube region,NO MAP
100000,dwp vehicle engaging sector issues bih countries region,Water
100000,dwp developed piloted specific tools ready support bihs sector modernization efforts,Water
100000,dwp regional technical assistance page bih water sanitation services modernization project capacity building program funded austrian government implemented partnership world bank international association water utilities danube region iawd,Water
100000,economic analysis carried selection representative subprojects batch local governments lgs water utility companies wus qualified investments component,Water
100000,economic social impact covid poverty household welfare english,NO MAP
100000,ee project citluk implemented financial reasons provide cost savings investments,NO MAP
100000,employment individual expert conducted selection independent consultants accordance procurement regulations,NO MAP
100000,target determined investments selected implementation,NO MAP
100000,energy efficiency project citluk positive effect user fees project carries significant cost savings,Circular economy
100000,entities developed respective initial procurement plans entire project consistent implementation plan provide information procurement packages potential selection processes methods world bank review requirements,Circular economy
100000,entity ministries agriculture water management forestry establishing unified framework tariff setting regulatory functions,Water
100000,entityspecific procurement plans updated annually required reflect actual project implementation improvements institutional capacity,NO MAP
100000,environment social framework serve screening tool subprojects,NO MAP
100000,environmental impacts assessed include construction specific impacts dust noise ohs land waste management potential hazardous materials asbestoscement pipes chance pipe networks procurement management disposal chemicals water supply treatment odor noise wastewater treatment plants sludge page bih water sanitation services modernization project management facilities,Pollution prevention
100000,environmental impacts assessed include constructionspecific impacts dust noise occupational health safety ohs land waste management potential hazardous materials asbestoscement pipes chance pipe networks procurement management disposal chemicals water supply treatment odor noise wastewater treatment plants sludge management facilities,Pollution prevention
100000,esmf screen highrisk project activities ineligible financing project,NO MAP
100000,document highlights efficient administration pillars gom budget current mandate,NO MAP
100000,effective roll lof key enhance public spending efficiency effectiveness times page morocco public sector performance ennajaa program economic crises drop public revenue,NO MAP
100000,effective roll lof key enhance efficiency effectiveness public spending times economic crisies drop public revenue,NO MAP
100000,emphasis key components government program ongoing public sector reforms circled red figure crosscutting climate change gender citizen engagement circled green,Climate adaptation
100000,emphasis key components government program ongoing public sector reforms circled red figure crosscutting climate change gender citizen engagement circled green,Climate mitigation
100000,ennajaa pforr includes ras,NO MAP
100000,ennajaa pforr supports critical goms reform program line ndm priorities,NO MAP
100000,ennajaa pforr finance approximately percent goms supported program expenditures,NO MAP
100000,ennajaa program center goms stated priorities preserve financial balance strengthen performance public services,NO MAP
100000,ennajaa program procurement executed accordance goms procurement procedures regulatory framework,NO MAP
100000,ennajaa program incentivize balance categories indicators efficiency indicators uptake simple qualitative performance indicators including set homogeneous prioritized uniformed indicators shared ministries covered ennajaa respect support steering budget programs,NO MAP
100000,ennajaa results chain designed bridge reform implementation gap,NO MAP
100000,es focal cper stakeholders provide training awareness companies contracted,NO MAP
100000,es technical manual integral program operation manual site monitoring tools es monitoring sheets anomaly sheets identify responsibilities monitoring sites methods frequencies reporting,NO MAP
100000,essa focuses analysis legislative regulatory framework laws regulations procedures system defined capacity institutions concerned program effectively implement environmental social management systems system applied practice,NO MAP
100000,essa identified significant environmental social risks related preparation construction operation phases activities supervised dgct implemented arep fesmeknes,Climate adaptation
100000,execution rate percent fesmeknes expenditures related cper due cper approved delay mef time region expenditure envelope,NO MAP
100000,existence legal arsenal effectively manage aspects environmental social management program,NO MAP
100000,existence specialized institutions capable managing environmental social aspects program,NO MAP
100000,expenditures program planned government program mentioned included threeyear programming finance act,NO MAP
100000,expenditures planned programmed detail budget law,NO MAP
100000,external audit reports confirm total expenditures incurred achieve dlis,NO MAP
100000,figure registered organic law constitutes firm commitment vis visàvis regions,NO MAP
100000,fesmeknes region budget period reviewed include portion cper satisfactory execution rate average percent period,NO MAP
100000,fesmeknes region operational internal audit unit,NO MAP
100000,fesmeknes region satisfactory payment rate percent,NO MAP
100000,fesmeknes region internal control system require improvements,NO MAP
100000,fesmeknes region regions signed cper period included program expenditure framework pef,NO MAP
100000,fesmeknes region regions signed cper pilot region supporting implementation dli regionalization,NO MAP
100000,fiduciary assessment revealed assignment operation igf combined wb pipeline operations translate increase activity team igf,NO MAP
100000,financial statements include financial execution result data collected participating entities,NO MAP
