"Project","Text"
"P086592","training study tours"
"P086592","training procurement world bank guidelines provided bank staff project launch workshop"
"P086592","training modules include participatory training approaches techniques ii participatory research approaches techniques iii agricultural practices iv sustainable land water management practices experiences promotion farmers organizations vi potential synergies ongoing agricultural developmentrelated projects vii facilitating farmer access financial credit instruments"
"P086592","training assessed programmed strong farmer participation training delivered onfarm farmer training workshops seminars specialized courses onsite demonstration research development activities study tours"
"P086592","training program adjustments occur stages special courses targeted indepth specialized training topics converting organic farming international certification chain development agribusiness farmers organization farm management"
"P086592","training address technical skills perform environmental oversight monitoring functions environmental specialist support environmental outreach activities rccs rcc raise awareness onsite compliance environmental requirements results water quality monitoring activities"
"P086592","training aim improve spa farmer capacity access existing services facilities kai kaf kam relevant organizations"
"P086592","training follow typical crop cycle pattern average months willset agenda identifying common"
"P086592","ttl ecsar aliya kim financial management analyst ecso anara akhmetova procurement assistant ecckz bakyt arystanov consultant ecsen danielle malek roosa senior counsel leges gulana enar hajiyeva senior environmental specialist ecsen hiromi yamaguchi consultant ecsar ian"
"P086592","pmuemployed specialists engineering institutional agricultural issueswill appointed project oblasts provide daytoday project coordination regular feedback pmu shymkent linking national teamsinstitutions established project component subproject"
"P086592","sets crop budgets prepared spas project models consisting actual budgets based averages crop performances recorded respective spas mitigate risk excessive climatic influence specific project model consisting projected performances development completion rehabilitation benefits project interventions assumed materialized"
"P086592","typical schemes consideration include collapsed damaged offtake incanal structures overgrown silted irrigation canals drainage channels damaged collapsed concrete canal lining damaged collapsed canalettes elevated parabolic flumes damaged inoperable vdws damaged missing inoperable control gates vandalized electrical systems major structures vdws control gates eroded upstream downstream protection aprons diversion weirs"
"P086592","typically facilitators specialists offer technical expertise production techniques"
"P086592","ultimately intention fscs provide sustained demanddriven advisory support services"
"P086592","component rehabilitation modernization id systems infrastructure handover batch completed planned commence project project evaluate impacts physical"
"P086592","component sustainable mom id systems carried project establishing institutional structures ii allotting project time embed support"
"P086592","idip wrmlip capital cost repayment level set percent"
"P086592","idip wrmlip project teams formed supported wuas support project"
"P086592","idip approach yield desired results adjustment scope development cost estimates receive regular scrutiny project proceeds"
"P086592","idip vdws handed water user mom"
"P086592","idip sitespecific dam safety plans including safety assessments structures updated stock rehabilitation improvements completed date"
"P086592","pidm concept water users set fund future benefit penalty past failures poor id system maintenance fault"
"P086592","project rcc development normalized"
"P086592","project isf substantially increased time eventually cover om costs scheme"
"P086592","subcomponent technical economic feasibility installation pressurized onfarm distribution systems idip spas assessed"
"P086592","funding found rectify shortfall systems scheduled rehabilitation idip require rehabilitation"
"P086592","receipt audit reports world bank publicly accordance banks access information policy"
"P086592","fiscal january december abbreviations acronyms ac agricultural company kafim kazagro financeinnovationmarketing acp agricultural competitiveness project monitoring evaluation adb asian development bank moa ministry agriculture amc antimonopoly commission moep ministry environmental protection apc agricultural production cooperative mof ministry finance appap agricultural postprivatization mom management operation maintenance assistance project om operation maintenance bwa basin water administration osu oblast rcc support unit ca conservation agriculture pdo project development objective cse communal enterprise pefa public expenditure financial csu central rcc support unit accountability cwr committee water resources pidm participatory irrigation development ea environmental assessment management emp environmental management plan pmu project management unit eirr economic internal rate return pom project operational manual enpv economic net ppl public procurement law fm financial management rra rcc regulatory authority fmr financial management report research development fs feasibility study rcc rural consumer cooperative fsc farmers services center rsekvk republican enterprisekazvodkhoz gis geographical information system rsu raion rcc support unit gdp gross domestic product spa subproject hae hydrogeologic amelioration expedition su support unit id irrigation drainage synas syr darya control northern aral sea iarc international agricultural research sri systems rice intensification center tot trainingoftrainers ibrd international bank reconstruction vat added tax development vdw vertical drainage idip firstsecondthird irrigation wb world bank drainage improvement project wmo water management organization ipm integrated pest management wua water users association irrigation service fee wrmlip water msf resources management land improvement project regional vice president philippe"
"P086592","million consultancy services training operating costs"
"P086592","national procurement moderate ensure proper packaging contracts low procedures ncb contracts fall icb contract sizes international competition participation contracts means award internationally reputed firms contracts domestic contractors suppliers environmental social management safeguard arrangements"
"P086592","variations oblast poverty rates largebetween percent"
"P086592","vdws treated collectively components field function main drainage system benefiting farms farmers"
"P086592","vdws control rccs wmos lessthanoptimum results operated meet farmers crop water maintain correct environmental balance water table depth salinity"
"P086592","vertical drainage"
"P086592","water management organizations"
"P086592","water measuring structures"
"P086592","water user associations proved effective modernization programs user participation included step decision process"
"P086592","water users spas pay equivalent kzt kzt hectare assuming average charged water users kyzylkum"
"P086592","water users spas support"
"P086592","water users pay portion capital costs rehabilitation collect isf covers annual mom costs surplus banked future infrastructure replacement costs option"
"P086592","water users provided irrigation drainage indicator measures female water users provided services female irrigation drainage services project"
"P086592","water users provided newimproved irrigation indicator measures water users provided irrigation drainage services drainage services project"
"P086592","weaknesses action plan"
"P086592","wellestablished rccs supervise physical rehabilitation improve mom onfarm system"
"P086592","wheat rice maize sugar beet remain subsidized prices governmentcontrolled extent"
"P086592","lands id infrastructures redistributed kolkhoz sovkhoz farms forms shareholders spontaneously form wmos"
"P086592","rccs operational su staff produce om manuals generic locationspecific om procedures"
"P086592","surveys include household surveys interviews key stakeholders establish project impact"
"P086592","apparent additional measures required minimize potential negative impacts environmental specialist advice moep staff recommend measures pmu internationalnational consultants oversee implementation ecological monitoring plan framework emp ensuring monitoring assigned cwr hydrogeological expeditions performed effectively information shared promptly project cwr officials internationalnational consultants directly manage institutional strengthening activities recommended framework emp including scheduling training overseeing purchase equipment managing efforts raise rcc awareness"
"P086592","dams national borders close liaison occur kyrgyzstan dams located facilitated similar programsprojects kyrgyzstan"
"P086592","regard concern legislation fails separate rcc governance management functions"
"P086592","scheme investment operations maintenance costs recovered howfor costs upstream financed government downstream tertiary quaternary level irrigators cost sharing secondary canal level"
"P086592","womens involvement project monitored supplementary indicator pdo core indicators direct beneficiaries received farmer training"
"P086592","positive implementing agency pmu aspects identified substantial risks poor public sector functioning lessthanfullysatisfactory capacity fm deficiencies public procurement processes"
"P086592","construction andmanagement capacity building"
"P086592","design andinstitutionaliagricultural support setup"
"P086592","procured project include rehabilitation modernization id infrastructure"
"P086592","workshop proceedings management tool verify performance assess farmer responsiveness baseline impact evaluation"
"P086592","physical cultural resources opbp"
"P086592","involuntary resettlement opbp"
"P086592","legal covenants recurrent due date frequency description covenant conditions type article iv operational manual update pmu establishment effectiveness description condition operational manual adopted borrower manner satisfactory bank pmu established borrower cwr composition resources terms reference satisfactory bank including selection financial management specialist disbursement specialist"
"P086592","physical cultural resources opbp"
"P086592","yields vary scheme"
"P088799","constant persecution resulted terrible slaughter explains low"
"P088799","cultural heritage essentially communityoriented participatory supportive spiritual nature"
"P088799","data distribute municipalities priority table"
"P088799","estimate conservative account benefits accrued project extremely difficult quantify improved water quality biodiversity conservation decreased soil erosion iiincreased wellbeing result food availability improved social services iiithe longterm effects strengthened community organization selfmanagement"
"P088799","estimate conservative account benefits accrued project extremely difficult quantify positive environmental externalities microcatchment community level including improved water quality biodiversity conservation iibetter nutrition health result increased diversified production iii longterm effects strengthened community organization management iv improvements social services"
"P088799","estimation activities sake project design evaluation purposes binding implementation concerned grant proposals result demanddriven process"
"P088799","evaluation include suggestions modifications adaptations improve activities based technicians reports community evaluations field visits financial evaluation flow projects financial resources financial management resources monitored ensure adherence project regulations participation indigenous participation levels project continuously monitored modifications proposed evaluation staff indigenous peoples technicians extensionists anthropologists collection reliable data regularization indigenous lands departments studies land environmental challenges indigenous communities departments"
"P088799","evaluation provide indepth analysis progress achieving project outcomes identification adjustments warranted"
"P088799","form geographic occupation continues principal interethnic conflict guarani paraguays national society concept land"
"P088799","fund finance investments proposed rural community associations local ngos municipalities support subproject investments improved natural resource environmental management project"
"P088799","decentralization decisionmaking critical strengthen indigenous organizations respecting culturallydefined decisionmaking mechanisms ethnic ensure active participation organizations communities project implementation"
"P088799","fm risk rating result inherent risk country ministry fiduciary environment transfer funds community subprojects control risk due level internal control potential timelag suspension inception activities project effectiveness congress approval"
"P088799","indication government commitment reduction poverty social exclusion sector level gops development strategy stresses programmatic focal relating agriculture social issues sustainable economic growth includes actions strengthen agricultural production agroindustry iicombating overty social exclusion includes poverty reduction programs operational level preparation national strategy action plan conservation biodiversity secretariat environment seam highlight sound natural resource planning sustainable agriculture pasture management means ensure sustainable biodiversity"
"P088799","result mags ongoing experience implementing rural development projects idb gtz"
"P088799","constrained inadequate infrastructure regulatory agency network clinics laboratories existence cattle registration poor animal health husbandry management smallscale farmers indigenous communities"
"P088799","due variety factors including successive banking crises recent weaknesses economies neighboring countries affected country"
"P088799","partly reflection extreme inequality land ownership"
"P088799","caazapa traditional zones concepcih"
"P088799","includes accelerated erosion loss soil fertility loss biological diversity decreased quantity quality water resources severe deforestation"
"P088799","includes accelerated erosion loss soil fertility loss biological diversity decreased quantity quality water resources severe deforestation highlight maintain fragile productive resource base"
"P088799","includes deforestation accelerated erosion loss soil fertility loss biological diversity decreased quantity quality water resources"
"P088799","includes process authority selected monitored replaced ii capacity government effectively manage resources implement sound policies iii respect citizens institutions govern economic social interactions"
"P088799","index applied indigenous communities project updated"
"P088799","index applied indigenous communities project updated"
"P088799","index prepared jointly communities associations involved project understand selection criteria access projects benefits manner"
"P088799","index prepared jointly communities associations"
"P088799","information uploaded web page facilitate access indigenous peoples ngos international agencies parties"
"P088799","information comparing progress midterm review assessing final project performance completion midterm evaluation independent external midterm evaluation carried py"
"P088799","expected ensure technical sustainability project"
"P088799","lack land tenure regularization creates insecurity consequent lack incentives investments farm home improvements difficult access formal credit"
"P088799","land situation makes extremely difficult smallscale farmers diversify production improving food security increasing income major disincentive invest resources environmentally friendly productive practices land"
"P088799","linguistic family composed population individuals country"
"P088799","due religious leaders remain distanced national society causing political leaders strengthened liaisons paraguayan authorities"
"P088799","means rural approximately million people lived poverty including virtually paraguays indigenous people rural inhabitants living conditions extreme poverty"
"P088799","oneday consist introduction guarani culture introduction forms intervention indigenous communities"
"P088799","population largest social country characterized cultural features called conservative guaranimestizo culture countrys heritage asset retained promote sustainable development transforming smallscale farmers passive manipulated object protagonist development"
"P088799","project constitutes step objectives paraguays poorest departments"
"P088799","bank synergistic position coordinate animal health related activities regional level"
"P088799","recovery prompted combination developments included pronounced expansion agricultural output driven exceptionally commodity prices adoption rational spending policies enhancements tax administration"
"P088799","recovery prompted combination developments included pronounced expansion agricultural output driven exceptionally commodity prices institution rational spending policies enhancements tax administration"
"P088799","resulted agreements project activities overlapping advantages jointly developed operational tools"
"P088799","section draws assessments carried preparation country assistance strategy cas country financial accountability assessment cfaa country procurement assessment review cpar paraguay country risk review world bank april external reviews"
"P088799","sector main contributors foreign exchange"
"P088799","sector dynamic rural economy paraguay"
"P088799","situation makes extremely difficult smallscale farmers diversify production improve food security increase incomes major disincentive investing resources environmentally friendly productive practices land protect basis countrys economy"
"P088799","study aims identifying main barriers challenges agricultural sector recommendations administration strategies policies promote development sector"
"P088799","study conducted study identify operational strategy rural development paraguay"
"P088799","study compare strengths limitations extension models methodologies paraguay recent compare proders"
"P088799","study serve basis evaluating proposed project conflict resolution activities"
"P088799","study based positive experiences documented proders project relevant initiatives identify strategy address rural poverty smallscalefarmers paraguay"
"P088799","study performed projects startup completion measure impact baseline additional studies socioeconomic social organization indicators"
"P088799","subcomponent respond specific practical technology validation information address production marketing issues smallscale farmers indigenous communities"
"P088799","subcomponent build basis implementation participatory management mechanisms control decisions resources local"
"P088799","subcomponent contribute establishment improvement trust project beneficiaries technicians responding social demands communities technical financial assistance demands"
"P088799","subcomponent finance management services office equipment administrative operational expenditures contribute improvement mags administrative financial organization skills effectively autonomously manage bankfunded operation ensure effective implementation project activities management resources"
"P088799","subcomponent fund approved beneficiary subprojects"
"P088799","subcomponent train project extensionists microcatchment indigenous community social organization technicians project staff including mag staff involved project rural workers youth ii design implement environmental education program"
"P088799","subcomponent support dissemination project information sharing experiences results project provide project stakeholders systematized knowledge management natural resources rural poverty reduction countrys eastern region"
"P088799","subcomponent finance office clinic equipment infrastructure animals inputs research station barreritos experimental unit faculty veterinary asuncion improvement genetic program holders cattle sheep milk cows goats improvement training programs animal husbandry animal health artificial insemination processing agricultural products smallscale farms improvement pastures programs smallscale farmers indigenous communities provision quality forage seeds training pasture management"
"P088799","subcomponent finance improvement information system sigor means extending communication network cover country local units buying adequate software training technical staff managing livestock information stocks movements line diminishing delays incorporation information system keeping updated information livestock units georeferences connecting sigor tracking system responsibility asociacion rural del paraguay incorporating geographical information system organization safety laboratory deal exotic pathogen material vaccine analysis improvement biotery laboratory provide animal inputs biological research improvement residues laboratory updating capabilities dealing heavy metal anabolics pesticides analysis improvement control posts country local units chaco region providing generators cool chain inputs vehicles staff training specially supporting strengthening border control posts paraguays borders neighboring countries argentina brazil bolivia consistently actions comprising regional strategy eradication transboundary diseases mercosur"
"P088799","task responsibility potential beneficiaries start project execution based predetermined criteria"
"P088799","type organization discussed accordance local situation"
"P088799","ubn approximation concept poverty regard level earned income loss forest cover"
"P088799","unit headed technical director coordinator microcatchments administrator charge administrative matters project planning manager prepare action plans manage system communication dissemination service manager disseminate project information materials advisors specific functional guidance relating extension adaptive research environmental management social organization capacity building"
"P088799","accomplished capacity building improved management improved management systems improved coordination decentralized demanddriven management resultsfocused decentralized monitoring evaluation"
"P088799","require focused attention terms capacity building transition alternative rural nonfarm employment opportunities"
"P088799","require focused attention terms capacity building transition alternative rural nonfarm employment opportunities"
"P088799","option poor credit repayment environment build beneficiary capacity manage repay loan time required create willingness repay climate project period"
"P088799","transparent disseminating information related indigenous land tenure paraguay"
"P088799","maximize participation decisionmaking beneficiaries facilitate transfer responsibilities project accountability lowest practical implementation levels"
"P088799","ensure extent indigenous participation effective"
"P088799","include beneficiary execution steering committees operate coordination magled project executive structure summarized detailed annex project description annex implementation arrangements"
"P088799","include execution committees steering committees operate coordination magled project executive structure"
"P088799","include mag government institutions including indi"
"P088799","mitigate lack coordination flow resources target population address environmental degradation smallscale farmer subproject proposals individual farm household subproject proposals stemming microcatchment approach address critical agronomic ecological processes"
"P088799","grow cotton concentrated food crops peanuts grow crops castoroil plant sesame"
"P088799","aspects characterize resources exploited"
"P088799","levels categories projects established based environmental risk potential impacts framework review approval supervision monitoring established emp"
"P088799","quotations required award"
"P088799","strong presence project technician zcus carry extension organization strengthening activities beneficiaries coordinate field linkages activities monitor adaptive research investments assure quality assurance project implementation"
"P088799","rural investment service responsible management supervision fdrs"
"P088799","adoption methodological tools tailored smallscale farmers indigenous community agroecological socioeconomic contexts project subcomponent provide technical assistance training project beneficiaries iiassist beneficiaries prepare micro catchment development plans mdps indigenous community development plans icdps municipal investment plans mip iii assemble community demands social technical financial support arising plans iv implementation plans smallscale farm indigenous community level train indigenous community promoters smallscale farmer promoters microcatchment level facilitate process knowledge management adopting project strategy beneficiaries"
"P088799","dissemination program projects objectives strategies procedures explained levels rural society including potential beneficiaries executors cooperators local department governments stakeholders"
"P088799","subcomponent beneficiaries prepare development plans implement eligible investment subprojects assistance project extensionists financing provided sustainable rural development fund component"
"P088799","distinguish corruption intent action private gain public range governance failures provide opportunities inducements rent seeking behavior"
"P088799","element project provision capacity building training empowerment projects female beneficiaries project decisionmaking structures sustainable rural development"
"P088799","time indigenous organizations formed bringing political leaders associations formed bring religious leaders types organizations coordination"
"P088799","project preparation social assessment indigenous population carried consultations held indigenous leaders representing indigenous associations indi technical staff technicians previous projects indigenous component representatives indigenous ngos discuss project determine indigenous communities priorities"
"P088799","project preparation consultations held ias determine priorities"
"P088799","achieved satisfactory progress procurement action plan financial action plan paraguay remains cas base scenario"
"P088799","communities receive support titling lands communities trained receive support preparation implementation indigenous community development"
"P088799","microcatchments assisted project municipalities determined determined"
"P088799","project pay special attention training capacity building rural youth integrate labor market projects decisionmaking structures"
"P088799","project integrate youth regional development increase capacity specific focus improving employability agricultural livestock sectors"
"P088799","projects methodology participatory approach outlined reflected design projects components including"
"P088799","project beneficiaries"
"P088799","titling lands indigenous communitys exemption real estate tax administrative survey identification definition property lines administrative processing documentation indi issuance transferal resolution document processing monitoring governments notary office travel leaders asuncin sign transferal document transferal title communitys"
"P088799","achieve outcomes system cover lines actions monitoring daytoday activities outputs project based project annual operational plans selection indicators methodologies project dimensions socioeconomic environmental providing periodic reports quarterly monitoring project outcomes determine impacts poverty environmental conditions project including community involvement behavior change indicators"
"P088799","assess financial economic impact project strategy farm models representative individual agricultural farming representing collective indigenous production project identified"
"P088799","attain projects objectives implementation strategy based elements rehabilitation conservation natural resources productive profitable farming practices methods introduction diversified production patterns improved commercial mechanisms"
"P088799","eligible subproject proposals consistent activities designated priorities mdps icdps mips"
"P088799","date multiple pressures national society continue organize handful principal communities political religious leadership organizes communities act liaisons world"
"P088799","deliver services project provide external coordination facilitate integration project activities carried programs provide guidance address potential conflicts project support project steering committees levels project implementation isteering committees municipalities selected project implementation mscs ii national coordination committee ncc"
"P088799","ensure development demandled participants mscs target representatives"
"P088799","ensure effective project resources coverage project activities project targeting criteria based degree poverty type land level natural resources degradation"
"P088799","ensure extension agents indigenous populations prior training experience indigenous communities"
"P088799","ensure extension agents indigenous populations prior training andor experience indigenous communities"
"P088799","implement communication strategy project build existing capacities promote strengthen effective social networking collaboration project steering committees"
"P088799","minimize risk set actions recommended mitigate risks build procurement expertise implemented planned project institutional structure"
"P088799","operationalize sectoral focal gop implementing initiatives national strategy fight poverty inequality social exclusion agricultural rural development plan national plan revive family based agriculture national agricultural sector development programme law prohibits transformation conversion forested eastern region paraguay"
"P088799","overcome challenges proders promote youth integration regional development increasing capacity specific focus improving youth employability agricultural livestock sectors"
"P088799","pass triggers included enactment revised legislation asset declaration including enforcement mechanism ii revision civil service law establishment meritbased criteria"
"P088799","reduce rural poverty sustainable manner project employ criteria target rural poor appendix annex"
"P088799","licitacidn pziblica nacional local ncb procedures comply paragraphs procurement guidelines exception requirements foreign bidders registered country submitting bids"
"P088799","traditional marketing chemical pest control"
"P088799","traditionally occupied hills eastern region zone measuring approximately"
"P088799","training activities include iidentification recruitment trainers trainers iitraining project staff including microcatchment extensionists social organization technicians subcomponent extension agents indigenous communities iii production didactic materials"
"P088799","training environmental py reevaluate community education environmental education organization py strategy achieved development technicians trained operating project target capacity building including proders technicians deag technicians stakeholder technicians municipal departmental"
"P088799","training environmental education"
"P088799","training environmental education"
"P088799","training indigenous communities"
"P088799","training incorporated program project management field personnel stakeholders include environmental thematic including environmental assessment management landuse planning watershed management thematic result local project implementation"
"P088799","training technicians"
"P088799","training include expenditures consultants services incurred borrower finance logistics workshops meetings seminars reasonable transportation costs perdiem trainees trainers applicable training registration fees rental training facilities equipment"
"P088799","transactions recorded fm module project management information system mis acceptable bank adequate reporting soes control"
"P088799","types criteria considered identification specific micro catchments assisted project ia poverty criterion weight utilizing housing map microcatchments fewer houses ubn presence indert settlementscolonies ii environmental criteria weight deforestation soil conflicts existence microcatchment located headwaters river basins"
"P088799","zcus established caaguazu san pedro physically based deags agriculture development centers departmental operating bases"
"P088799","ubn data utilized determine subsistence capacity refers probability insufficient household income related existence nonexistence wageearner educational level head household dependents wageearner"
"P088799","unallocated total"
"P088799","indigenous communities institution responsible indigenous issues paraguayan institute indi"
"P088799","subcomponent project finance software information systems lab office equipment communication services consulting training increase capacity senacsa implement animal health improvement measures country emphasis paraguays borders neighboring countries argentina brazil bolivia smallscale farmers indigenous communities assisted project consistent actions comprising regional strategy eradication transboundary diseases mercosur"
"P088799","project arrangement focused deploying consultants technical experts resulted huge benefits savings costs"
"P088799","project farmers net incomes forecast increase excluding model minimum agricultural activity depending farmers initial conditions cropping pattern farmers dynamics rehabilitation stage adopt practices sustainable production"
"P088799","projects management structure indi forms national coordination committee"
"P088799","approach services fondo rotatorio procured basis standard documentation procedures utilizing commercial practices"
"P088799","context smallscale farmers encountering obstacles production compete mediumscale agricultural enterprises"
"P088799","undp human development report table inequality income expenditure"
"P088799","undp national report human development paraguay"
"P088799","unequal access markets"
"P088799","environmental deterioration processes corrected increasingly affect populations wellbeing harshly poor terms quality sources employment"
"P088799","unlike central pmu zcus eminently operative responsible field entire project"
"P088799","unsecured land tenure"
"P088799","ago mbya paraguay divided geographic sociopolitical units"
"P088799","millions total debt outstanding disbursed ibrd ii ida totaldebt service ierd ida compositionof net resource flows official grants official creditors pnvate creditors foreign direct investment net inflows portfolio equity net inflows world bank program commitments disbursements"
"P088799","millions total exports fob soy products cotton manufactures"
"P088799","information stemming mis continuous quantitative qualitative monitoring pilot micro catchments approximately indigenous communities activity measure intermediate final outcome indicators results framework"
"P088799","utilizing highly participatory approach subcomponent promote creation strengthening local community organizations establishment local project steering committees"
"P088799","id oo vi"
"P088799","leaders extended families meet assembly aty guasu consultative deliberative functions"
"P088799","victor hugo zuiiiga rodriguez"
"P088799","vol xxiv asuncion insufficient lands received technical assistance related agricultural opposed horticultural practices"
"P088799","wb designated account"
"P088799","wb disbursement method"
"P088799","targeted capacity building activities enhance magsability effectively manage resources bank standards implement project"
"P088799","project target decreased departments additional consultations carried indigenous leaders"
"P088799","project develop partnerships civil society organizations project implement key collective activities foreseen project"
"P088799","smallscale farmers indigenous communities assisted develop strengthen local community organizations municipal governments mag project staff strengthened undertake sustainable rural development activities"
"P088799","central normative responsible technical administrative management zcus eminently operative responsible field entire project including municipal microcatchment indigenous community levels"
"P088799","exist community development cdg preexisting organizational structures smallscale farmers women youth indigenous people rural workers basis organizing basic planning budgetary entity parn"
"P088799","safeguard policies triggered pad technicalannex environmental assessment opbp"
"P088799","inroads countrys service sector trade finance paraguays economy essentially rural depends economic figures section ffom international monetary fund agricultural livestock production account gdp generate bulk total exports employ countrys labor force"
"P088799","inroads countrys service sector trade finance paraguays economy ultimately rests agricultural livestock production account close gdp generate bulk total exports employ countrys labor force"
"P088799","ip eligible projectsponsored training agreed project support special training technicians indigenous communities iitrainings requested andor adapted situations realities indigenous communities"
"P088799","projects addressing sustainable rural development issues manner project relevant ongoing initiatives sector"
"P088799","recent assessments note progress challenges remain"
"P088799","smallscale farmers pay extension service received project expected project support sufficiently cadre extensionists including local level enterprises adequate capacity continue provide required services demonstrate benefits relevant demanddriven extension income increases adequate create demand local level private extension services"
"P088799","countrys eastern region represents national territory paraguayans live including virtually paraguays smallscale farmers"
"P088799","project increase onfarm offfarm labor implemented unemployment underemployment eliminated"
"P088799","regional economy appears strong macroeconomic shocks larger neighboring economies depress external demand"
"P088799","responsible disseminating project procedures guidelines preparing projects annual operational plan poa running system"
"P088799","coordinate implementation dissemination project information materials promote understanding transparency executive departmental municipal levels including maintenance webpage distribution promotional videos folders posters execution media campaigns divulge project coordinators"
"P088799","responsible micro catchment operations communities interaction iprelated catchment development institutions administrator"
"P088799","responsible rural investment fund field level activities coordinating zonal units coordinator microcatchments"
"P088799","coordinate activities relating extension adaptive research environmental management link microcatchments gef project activities inter linked overlap capacity building socialcommunity organization development livestock development"
"P088799","manage administrative officerelated functions pmu planning service pmes adviser"
"P088799","regard financial management fm arrangements annex details flow funds accountabilities"
"P088799","regard indigenous communities include assessment planning implementation indigenous community development plans icdp undertaking special evaluation studies guide decisions measure effectiveness project performance providing feedback helping improve effectiveness project"
"P088799","regard land tenancy vast tracts land concentrated hands owners average size landholdings continues shrink"
"P088799","regard post harvest activities project assist farmers product conservation improve marketing mechanisms access market information including buildingup strategic alliances traditional markets products"
"P088799","regard training activities communities beneficiaries training programs subcomponent"
"P088799","regard training subcomponent reach community promoters indigenous community promoters smallscale farmers rural laborers youth cdgs mdcs mscs"
"P088799","regard indigenous population projects basic principles participatory methodology respects indigenous development process based principle cultural pluralism respect environment"
"P088799","exception toba qom families formed stable agricultural communities families eastern region result bankruptcy tanneries occasional paid laborers agricultural livestock companies city concepcih sale handicrafts"
"P088799","mind governments initiatives improving transparency governance project designed foster governance practices project special attention lead implementing agency ministry agriculture livestock mag"
"P088799","mag directorates play active role execution project activities management capacity building rural extension agricultural research studies directorates planning dgp rural extension deag agricultural research dia livestock research dipa gender youth dgj"
"P088799","project indigenous communities selected microcatchments fund beneficiaries include individual smallscale farmers"
"P088799","context practices transferred project include subsoiling terracing fertilizing direct planting integrated pest management impact improving soil water conservation management"
"P088799","central administration personnel management system embryonic stage pulling master roster civil servants"
"P088799","implementation proders overlap microcatchments assisted project"
"P088799","legal security land difficult onfarm investments increase land productivity promote sustainable natural resources"
"P088799","world bank interamerican development bank"
"P088799","world bank poverty reduction economic management unit lac"
"P088799","natural habitats opbp"
"P088799","xi cultural property opn revised op"
"P088799","xi cultural property opn revised op"
"P088799","xi natural habitats opbp"
"P088799","xi involuntary resettlement opbp"
"P088799","yearly external audits follow banks audit policy guidelines issued financial management sector board annex details"
"P088799","approved bank management approval policy exception sought board xino project include critical risks rated substantial xiyes ref pad"
"P088799","youth organizations sorely lacking capacity"
"P088799","youth organizations secondary school university levels sorely lacking capacity"
"P088799","zoncurrent audits contracted"
"P088799","zovernance improve production crops domestic consumption increased iatural resources poorest beneficiary families nanagement productivity land hectare increased average improve socio farms application productive xonomic condition practices promoted project target population incidence poverty measured ubn reduced assisted smallscalefarmer indigenous communities beneficiary households access additional basic service aimed home improvements indigenous communities formal land titles project start acquire titles smallscale farmers title receive assistance acquiring titles environmental conditions soil water quality vegetation cover improved target micro catchments indigenous communities igreater awareness project beneficiaries land degradation potential contribution sustainable natural resources land management improved livelihoods project awareness project beneficiaries importance animal health management husbandry intermediate results intermediate outcome indicators outcomes monitoring component subcomponent"
"P088966","clay extracted manually bricks tiles"
"P088966","component comprises complementary interventions component lagoas norte region including iactions strengthen community associations community improve access eligible families projects social programs crbches basic health education services iiundertaking environmental sanitary education promotion activities region iii promoting employment wealth creation programs locally iv renovatiodexpansion construction community facilities health posts schools analysis support social control public service provision watchdog fwnction lagoas norte including community mobilization participation interventions"
"P088966","component encompasses undertaking activities thirteen neighborhoods constitute lagoas norte region city iinterventions optimize expand water supply delivery iiimplementation wastewater collection transmission treatment systems iiiexecution critical urban macro microdrainage interventions iv actions recuperate natural environmental aspects regions lagoon canal network adjacent banks parnaiba poti rivers interventions urban upgrading rehabilitation construction green spaces parks leisure community spaces vi interventions improve local road network improve traffic flow access safety region including ubiquitous bicycles vii undertaking resettlement beneficiary families risk implementing housing improvements eligible households viii undertaking engineering design supervision"
