Project,Text,Target
P00001,pollution health chemical waster chemical,SDG 12.4 
P00001,pollution human health chemical waste chemical,SDG 12.4 
P00001,pollution environment chemical waste chemical,SDG 12.4 
P00001,reducing chemical chemical waster chemical,SDG 12.4 
P00001,climate smart agriculture agricultural pollution pollution chemical wastes pollut,SDG 12.4 
P00001,agrochemical containers  pollution pollution chemical wastes pollut human health impact ,SDG 12.4 
P00001,toxic herbicide pollution chemical wastes pollut human health impact ,SDG 12.4 
P00001,insecticide pollution chemical wastes pollut human health impact ,SDG 12.4 
P00001,pesticide pollution chemical wastes pollut human health impact ,SDG 12.4 
P00001,chemical waste pollution chemical wastes pollut human health impact ,SDG 12.4 
P00001,waste management pollution chemical wastes pollut human health impact ,SDG 12.4 
P00001,land based pollution pollution chemical wastes pollut human health impact ,SDG 12.4 
P00001,waste reduce pollution chemical wastes pollut human health impact chemicals,SDG 12.4 
P00001,air pollution water pollution chemical waste chemical,SDG 12.4 
P00001,soil pollution illness deaths chemical waste chemical,SDG 12.4 
P00001,pollution health chemical waster chemical,SDG 12.4 
P00001,pollution human health chemical waste chemical,SDG 12.4 
P00001,pollution environment chemical waste chemical,SDG 12.4 
P00001,reducing chemical chemical waster chemical,SDG 12.4 
P00001,waste reduction waste reduce clean management,SDG 12.5
P00001,waste reduce recycle waste management,SDG 12.5
P00001,recycle reusing waste generation,SDG 12.5
P00001,recycling reuse waste prevention,SDG 12.5
P00001,waste reduction waste reduce clean management,SDG 12.5
P00001,waste reduce recycle waste management,SDG 12.5
P00001,recycle reusing waste generation,SDG 12.5
P00001,recycling reuse waste prevention,SDG 12.5
P00001,sustainable practices private sector sustainability information cycle reporting,SDG 12.6
P00001,sustainable company practices private sector sustainability information cycle reporting,SDG 12.6
P00001,sustainable company practices private sector sustainability information cycle reporting,SDG 12.6
P00001,sustainable transnational enterprise practices private sector sustainability information cycle reporting,SDG 12.6
P00001,sustainable reporting practices private sector sustainability information cycle reporting,SDG 12.6
P00001,sustainable production practices private sector sustainability information cycle reporting,SDG 12.6
P00001,rational consumption practices private sector sustainability information cycle reporting,SDG 12.6
P00001,sustainable practices private sector sustainability information cycle reporting,SDG 12.6
P00001,sustainable company practices private sector sustainability information cycle reporting,SDG 12.6
P00001,sustainable company practices private sector sustainability information cycle reporting,SDG 12.6
P00001,sustainable transnational enterprise practices private sector sustainability information cycle reporting,SDG 12.6
P00001,sustainable reporting practices private sector sustainability information cycle reporting,SDG 12.6
P00001,sustainable production practices private sector sustainability information cycle reporting,SDG 12.6
P00001,rational consumption practices private sector sustainability information cycle reporting,SDG 12.6
P00001,public procurement sustainable public procurement sustainable,SDG 12.7
P00001,sustainable national policy public procurement sustainable,SDG 12.7
P00001,public procurement sustainable public procurement sustainable,SDG 12.7
P00001,sustainable national policy public procurement sustainable,SDG 12.7
P00001,sustainable lifestyle,SDG 12.8
P00001,harmony nature sustainable nature,SDG 12.8
P00001,sustainability awareness,SDG 12.8
P00001,harmony nature,SDG 12.8
P00001,information sustainability,SDG 12.8
P00001,information sustainable lifestyle,SDG 12.8
P00001,sustainable lifestyle,SDG 12.8
P00001,harmony nature sustainable nature,SDG 12.8
P00001,sustainability awareness,SDG 12.8
P00001,harmony nature,SDG 12.8
P00001,information sustainability,SDG 12.8
P00001,information sustainable lifestyle,SDG 12.8
P00001,technical assistance sustainable production and consumption patterns sustainable,SDG 12.a
P00001,scientific assitance sustainable sustainable consumption,SDG 12.a
P00001,scientific capacity sustainable production sustainable patterns,SDG 12.a
P00001,technological capacity access production,SDG 12.a
P00001,technical assistance sustainable production and consumption patterns sustainable,SDG 12.a
P00001,scientific assitance sustainable sustainable consumption,SDG 12.a
P00001,scientific capacity sustainable production sustainable patterns,SDG 12.a
P00001,technological capacity access production,SDG 12.a
P00001,sustainable tourism,SDG 12.b
P00001,tourism job,SDG 12.b
P00001,tourism local culture job,SDG 12.b
P00001,tourism local products,SDG 12.b
P00001,tourism local work job employment,SDG 12.b
P00001,sustainable tourism,SDG 12.b
P00001,tourism job,SDG 12.b
P00001,tourism local culture job,SDG 12.b
P00001,tourism local products,SDG 12.b
P00001,tourism local work job employment,SDG 12.b
P00001,fossil fuel subsidy  adverse impacts,SDG 12.c
P00001,inneficient fossil fuel inefficient subsidies market distortions  adverse impacts,SDG 12.c
P00001,fossil fuel tax fuel inefficient subsidies market distortions fossil fuel market fuel inefficient,SDG 12.c
P00001, subsidies market distortions  adverse impacts environmental impacts,SDG 12.c
P00001,fossil fuel environment fuel inefficient subsidies market distortions,SDG 12.c
P00001,fossil fuel impact fuel inefficient subsidies market distortions,SDG 12.c
P00001,fossil fuel poor fuel fossil subsidies subsidies taxation environmental impacts,SDG 12.c
P00001,fossil fuel affect subsidies subsidies taxation harmful subsidies environmental impacts,SDG 12.c
P00001,fossil fuel subsidy  adverse impacts,SDG 12.c
P00001,inneficient fossil fuel inefficient subsidies market distortions  adverse impacts,SDG 12.c
P00001,fossil fuel tax fuel inefficient subsidies market distortions fossil fuel market fuel inefficient,SDG 12.c
P00001, subsidies market distortions  adverse impacts environmental impacts,SDG 12.c
P00001,fossil fuel environment fuel inefficient subsidies market distortions,SDG 12.c
P00001,fossil fuel impact fuel inefficient subsidies market distortions,SDG 12.c
P00001,fossil fuel poor fuel fossil subsidies subsidies taxation environmental impacts,SDG 12.c
P00001,fossil fuel affect subsidies subsidies taxation harmful subsidies environmental impacts,SDG 12.c
P00001,climate resilience Strengthen resilience and adaptive capacity to climate-related hazards,SDG 13.1
P00001,climate hazards natural disasters adaptative capacity climate,SDG 13.1
P00001,disaster Strengthen resilience and adaptive capacity to climate-related hazards,SDG 13.1
P00001,disaster reduction climate related hazards resilience adaptative capacity,SDG 13.1
P00001,climate disasters Strengthen resilience and adaptive capacity to climate-related hazards,SDG 13.1
P00001,disaster reduction resilience disaster climate change climate adaptation adaptative,SDG 13.1
P00001,climate risk Strengthen resilience and adaptive capacity to climate-related hazards,SDG 13.1
P00001,adaptative capacity climate adaptation climate impact natural disasters,SDG 13.1
P00001,natural disasters adaptation Strengthen resilience and adaptive capacity to climate-related hazards,SDG 13.1
P00001,climate resilience Strengthen resilience and adaptive capacity to climate-related hazards,SDG 13.1
P00001,climate hazards natural disasters adaptative capacity climate,SDG 13.1
P00001,disaster Strengthen resilience and adaptive capacity to climate-related hazards,SDG 13.1
P00001,disaster reduction climate related hazards resilience adaptative capacity,SDG 13.1
P00001,climate disasters Strengthen resilience and adaptive capacity to climate-related hazards,SDG 13.1
P00001,disaster reduction resilience disaster climate change climate adaptation adaptative,SDG 13.1
P00001,climate risk Strengthen resilience and adaptive capacity to climate-related hazards,SDG 13.1
P00001,adaptative capacity climate adaptation climate impact natural disasters,SDG 13.1
P00001,natural disasters adaptation Strengthen resilience and adaptive capacity to climate-related hazards,SDG 13.1
P00001,climate change,SDG 13.2
P00001,climate change measures,SDG 13.2
P00001,climate change national,SDG 13.2
P00001,climate change,SDG 13.2
P00001,climate change measures,SDG 13.2
P00001,climate change national,SDG 13.2
P00001,climate strategies planning,SDG 13.2
P00001,climate change national,SDG 13.2
P00001,climate policies policy measures,SDG 13.2
P00001,climate change management,SDG 13.2
P00001,climate change adaptation,SDG 13.2
P00001,climate change planning,SDG 13.2
P00001,climate shock,SDG 13.2
P00001,climate change,SDG 13.2
P00001,climate change measures,SDG 13.2
P00001,climate change national,SDG 13.2
P00001,climate change,SDG 13.2
P00001,climate change measures,SDG 13.2
P00001,climate change national,SDG 13.2
P00001,climate strategies planning,SDG 13.2
P00001,climate change national,SDG 13.2
P00001,climate policies policy measures,SDG 13.2
P00001,climate change management,SDG 13.2
P00001,climate change adaptation,SDG 13.2
P00001,climate change planning,SDG 13.2
P00001,climate shock,SDG 13.2
P00001,education climate awareness raising mitigation institutional capacity,SDG 13.3
P00001,education climate adaptation awareness raising mitigation institutional capacity early warning,SDG 13.3
P00001,education early warning awareness raising mitigation institutional capacity,SDG 13.3
P00001,education awareness climate awareness raising mitigation institutional capacity,SDG 13.3
P00001,educational climate institutional human and institutional capacity awareness capacity,SDG 13.3
P00001,climate institutional capacity human and institutional capacity awareness,SDG 13.3
P00001,climate change education human and institutional capacity awareness,SDG 13.3
P00001,climate impact reduction human and institutional capacity awareness,SDG 13.3
P00001,climate early warning human and institutional capacity awareness,SDG 13.3
P00001,capacity climate change human and institutional capacity awareness,SDG 13.3
P00001,awareness climate impact awareness raising mitigation institutional capacity,SDG 13.3
P00001,education climate awareness raising mitigation institutional capacity,SDG 13.3
P00001,education climate adaptation awareness raising mitigation institutional capacity early warning,SDG 13.3
P00001,education early warning awareness raising mitigation institutional capacity,SDG 13.3
P00001,education awareness climate awareness raising mitigation institutional capacity,SDG 13.3
P00001,educational climate institutional human and institutional capacity awareness capacity,SDG 13.3
P00001,climate institutional capacity human and institutional capacity awareness,SDG 13.3
P00001,climate change education human and institutional capacity awareness,SDG 13.3
P00001,climate impact reduction human and institutional capacity awareness,SDG 13.3
P00001,climate early warning human and institutional capacity awareness,SDG 13.3
P00001,capacity climate change human and institutional capacity awareness,SDG 13.3
P00001,awareness climate impact awareness raising mitigation institutional capacity,SDG 13.3
P00001,climate fund mobilization,SDG 13.a
P00001,mobilizing sources mitigation,SDG 13.a
P00001,mobilizing sources climate,SDG 13.a
P00001,mobilizing sources climate,SDG 13.a
P00001,fund mitigation action,SDG 13.a
P00001,transparency climate finance,SDG 13.a
P00001,green climate,SDG 13.a
P00001,green climate financing,SDG 13.a
P00001,green climate fund,SDG 13.a
P00001,climate capital,SDG 13.a
P00001,climate change finance,SDG 13.a
P00001,climate change financial,SDG 13.a
P00001,climate change framework,SDG 13.a
P00001,mitigation change fund,SDG 13.a
P00001,adaptation change fund,SDG 13.a
P00001,climate fund mobilization,SDG 13.a
P00001,mobilizing sources mitigation,SDG 13.a
P00001,mobilizing sources climate,SDG 13.a
P00001,mobilizing sources climate,SDG 13.a
P00001,fund mitigation action,SDG 13.a
P00001,transparency climate finance,SDG 13.a
P00001,green climate,SDG 13.a
P00001,green climate financing,SDG 13.a
P00001,green climate fund,SDG 13.a
P00001,climate capital,SDG 13.a
P00001,climate change finance,SDG 13.a
P00001,climate change financial,SDG 13.a
P00001,climate change framework,SDG 13.a
P00001,mitigation change fund,SDG 13.a
P00001,adaptation change fund,SDG 13.a
P00001,climate capacity mechanisms climate capacity female female climate change climate planning management,SDG 13.b
P00001,climate capacity planning mechanisms for raising capacity for effective climate change-related planning ,SDG 13.b
P00001,climate capacity management mechanisms for raising capacity for effective climate change-related planning ,SDG 13.b
P00001,climate capacity women mechanisms for raising capacity for effective climate change-related planning ,SDG 13.b
P00001,climate capacity youth mechanisms for raising capacity for effective climate change-related planning ,SDG 13.b
P00001,climate capacity local mechanisms for raising capacity for effective climate change-related planning ,SDG 13.b
P00001,climate capacity marginalized climate change-related planning and management in least developed countries,SDG 13.b
P00001,climate capacity communities climate change-related planning and management in least developed countries,SDG 13.b
P00001,women climate change climate change-related planning and management in least developed countries climate capacity building,SDG 13.b
P00001,climate capacity mechanisms climate capacity female female climate change climate planning management,SDG 13.b
P00001,climate capacity planning mechanisms for raising capacity for effective climate change-related planning ,SDG 13.b
P00001,climate capacity management mechanisms for raising capacity for effective climate change-related planning ,SDG 13.b
P00001,climate capacity women mechanisms for raising capacity for effective climate change-related planning ,SDG 13.b
P00001,climate capacity youth mechanisms for raising capacity for effective climate change-related planning ,SDG 13.b
P00001,climate capacity local mechanisms for raising capacity for effective climate change-related planning ,SDG 13.b
P00001,climate capacity marginalized climate change-related planning and management in least developed countries,SDG 13.b
P00001,climate capacity communities climate change-related planning and management in least developed countries,SDG 13.b
P00001,women climate change climate change-related planning and management in least developed countries climate capacity building,SDG 13.b
P00001,marine pollution,SDG 14.1
P00001,ocean pollution,SDG 14.1
P00001,reduction marine pollution,SDG 14.1
P00001,marine debris,SDG 14.1
P00001,marien nutrient pollution,SDG 14.1
P00001,land marine pollution,SDG 14.1
P00001,agriculture pollution,SDG 14.1
P00001,marine land pollutant,SDG 14.1
P00001,pollution load,SDG 14.1
P00001,marine pollution,SDG 14.1
P00001,ocean pollution,SDG 14.1
P00001,reduction marine pollution,SDG 14.1
P00001,marine debris,SDG 14.1
P00001,marien nutrient pollution,SDG 14.1
P00001,land marine pollution,SDG 14.1
P00001,agriculture pollution,SDG 14.1
P00001,marine land pollutant,SDG 14.1
P00001,pollution load,SDG 14.1
P00001,use marine manage and protect marine and coastal ecosystems  sustainable marine protected areas,SDG 14.2
P00001,marine spatial planning manage and protect marine and coastal ecosystems ,SDG 14.2
P00001,coast resilience healthy and productive oceans ocean ecosystem healthy and productive oceans,SDG 14.2
P00001,protection marine biodiversity resilience manage and protect marine and coastal ecosystems ,SDG 14.2
P00001,marine biodiversity healthy and productive oceans,SDG 14.2
P00001,governance fisheries manage and protect marine and coastal ecosystems ,SDG 14.2
P00001,fisheries management activities research manage and protect marine and coastal ecosystems ,SDG 14.2
P00001,fisheries economic monitoring manage and protect marine and coastal ecosystems ,SDG 14.2
P00001,coastal management manage and protect marine and coastal ecosystems ,SDG 14.2
P00001,coastal conservation healthy and productive oceans,SDG 14.2
P00001,coastal ecosystem healthy and productive oceans productive ocean manage and protect marine and coastal ecosystems ,SDG 14.2
P00001,coastal restoration manage and protect marine and coastal ecosystems ,SDG 14.2
P00001,marine management marine conservation marine ecosystem coastal conservation healthy and productive oceans ,SDG 14.2
P00001,marine management manage and protect marine and coastal ecosystems ,SDG 14.2
P00001,marine restoration manage and protect marine and coastal ecosystems  impact marine ecosystem,SDG 14.2
P00001,impact coast ecosystem healthy and productive oceans,SDG 14.2
P00001,marine resilience manage and protect marine and coastal ecosystems ,SDG 14.2
P00001,coast resilience healthy and productive oceans clean ocean marine protected healthy and productive oceans ,SDG 14.2
P00001,use marine manage and protect marine and coastal ecosystems  sustainable marine protected areas,SDG 14.2
P00001,marine spatial planning manage and protect marine and coastal ecosystems ,SDG 14.2
P00001,coast resilience healthy and productive oceans ocean ecosystem healthy and productive oceans,SDG 14.2
P00001,protection marine biodiversity resilience manage and protect marine and coastal ecosystems ,SDG 14.2
P00001,marine biodiversity healthy and productive oceans,SDG 14.2
P00001,governance fisheries manage and protect marine and coastal ecosystems ,SDG 14.2
P00001,fisheries management activities research manage and protect marine and coastal ecosystems ,SDG 14.2
P00001,fisheries economic monitoring manage and protect marine and coastal ecosystems ,SDG 14.2
P00001,coastal management manage and protect marine and coastal ecosystems ,SDG 14.2
P00001,coastal conservation healthy and productive oceans,SDG 14.2
P00001,coastal ecosystem healthy and productive oceans productive ocean manage and protect marine and coastal ecosystems ,SDG 14.2
P00001,coastal restoration manage and protect marine and coastal ecosystems ,SDG 14.2
P00001,marine management marine conservation marine ecosystem coastal conservation healthy and productive oceans ,SDG 14.2
P00001,marine management manage and protect marine and coastal ecosystems ,SDG 14.2
P00001,marine restoration manage and protect marine and coastal ecosystems  impact marine ecosystem,SDG 14.2
P00001,impact coast ecosystem healthy and productive oceans,SDG 14.2
P00001,marine resilience manage and protect marine and coastal ecosystems ,SDG 14.2
P00001,coast resilience healthy and productive oceans clean ocean marine protected healthy and productive oceans ,SDG 14.2
P00001,ocean acidificatoin,SDG 14.3
P00001,marine acidification,SDG 14.3
P00001,ecosystem acidification,SDG 14.3
P00001,ocean scientific cooperation,SDG 14.3
P00001,ocean acidificatoin,SDG 14.3
P00001,marine acidification,SDG 14.3
P00001,ecosystem acidification,SDG 14.3
P00001,ocean scientific cooperation,SDG 14.3
P00001,overfishing,SDG 14.4
P00001,regulate fishing,SDG 14.4
P00001,manage fisheries,SDG 14.4
P00001,harvesting ocean,SDG 14.4
P00001,illegal fishing,SDG 14.4
P00001,regulate overfishing,SDG 14.4
P00001,overfishing management,SDG 14.4
P00001,overfishing,SDG 14.4
P00001,destructuve fishing,SDG 14.4
P00001,fishing practice,SDG 14.4
P00001,science management fishing,SDG 14.4
P00001,fish shock,SDG 14.4
P00001,fish production,SDG 14.4
P00001,fish shock restoration,SDG 14.4
P00001,restoration fish,SDG 14.4
P00001,overfishing,SDG 14.4
P00001,regulate fishing,SDG 14.4
P00001,manage fisheries,SDG 14.4
P00001,harvesting ocean,SDG 14.4
P00001,illegal fishing,SDG 14.4
P00001,regulate overfishing,SDG 14.4
P00001,overfishing management,SDG 14.4
P00001,overfishing,SDG 14.4
P00001,destructuve fishing,SDG 14.4
P00001,fishing practice,SDG 14.4
P00001,science management fishing,SDG 14.4
P00001,fish shock,SDG 14.4
P00001,fish production,SDG 14.4
P00001,fish shock restoration,SDG 14.4
P00001,restoration fish,SDG 14.4
P00001,coastal management conservation mantainance,SDG 14.5
P00001,coastal ecosystem conservation mantainance coastal restoration,SDG 14.5
P00001,marine management conservation mantainance marine conservation,SDG 14.5
P00001,marine ecosystem conservation mantainance coastal conservation,SDG 14.5
P00001,marine restoration conservation mantainance,SDG 14.5
P00001,coastal area management conservation mantainance marine area management,SDG 14.5
P00001,coastal management conservation mantainance,SDG 14.5
P00001,coastal ecosystem conservation mantainance coastal restoration,SDG 14.5
P00001,marine management conservation mantainance marine conservation,SDG 14.5
P00001,marine ecosystem conservation mantainance coastal conservation,SDG 14.5
P00001,marine restoration conservation mantainance,SDG 14.5
P00001,coastal area management conservation mantainance marine area management,SDG 14.5
P00001,overfishing,SDG 14.6
P00001,regulate fishing,SDG 14.6
P00001,manage fisheries,SDG 14.6
P00001,fishing subsidy,SDG 14.6
P00001,fishery subsidy,SDG 14.6
P00001,overcapacity fishing,SDG 14.6
P00001,fisheries overfishing,SDG 14.6
P00001,illegal fishing,SDG 14.6
P00001,unreported fishing,SDG 14.6
P00001,unregulated fishing,SDG 14.6
P00001,fishery subsidy negotiation,SDG 14.6
P00001,illegal fisheries,SDG 14.6
P00001,overfishing,SDG 14.6
P00001,regulate fishing,SDG 14.6
P00001,manage fisheries,SDG 14.6
P00001,fishing subsidy,SDG 14.6
P00001,fishery subsidy,SDG 14.6
P00001,overcapacity fishing,SDG 14.6
P00001,fisheries overfishing,SDG 14.6
P00001,illegal fishing,SDG 14.6
P00001,unreported fishing,SDG 14.6
P00001,unregulated fishing,SDG 14.6
P00001,fishery subsidy negotiation,SDG 14.6
P00001,illegal fisheries,SDG 14.6
P00001,"use marine resources Small Island developing States and least developed countries from the sustainable use of marine resources, including through sustainable management of fisheries, aquaculture and tourism",SDG 14.7
P00001,sustainable use marine resources,SDG 14.7
P00001,"sustainable use marine areas Small Island developing States and least developed countries ncluding through sustainable management of fisheries, aquaculture and tourism",SDG 14.7
P00001,"sustainable management ocean Small Island developing States and least developed countries from the sustainable use of marine resources, including through sustainable management of fisherie",SDG 14.7
P00001,"sustainable management fisheries Small Island use of marine resources, including through ",SDG 14.7
P00001,"governance fisheries Small Island developing States and least developed countries from the sustainable use of marine resources, including through sustainable ",SDG 14.7
P00001,"fisheries economic monitoring Small Island developing States and least developed countries from the sustainable use of marine resources, sustainable management of fisheries, aquaculture and tourism",SDG 14.7
P00001,"fisheries institutional framework Small Island developing States and least developed countries from the sustainable use of marine resources, including, aquaculture and tourism",SDG 14.7
P00001,"small island developing state Small Island developing States and least developed countries from the sustainable use of marine resources, including through sustainable ",SDG 14.7
P00001,"sustainable ocean tourism Small Island developing States and least developed management of fisheries, aquaculture and tourism",SDG 14.7
P00001,"use marine resources Small Island developing States and least developed countries from the sustainable use of marine resources, including through sustainable management of fisheries, aquaculture and tourism",SDG 14.7
P00001,sustainable use marine resources,SDG 14.7
P00001,"sustainable use marine areas Small Island developing States and least developed countries ncluding through sustainable management of fisheries, aquaculture and tourism",SDG 14.7
P00001,"sustainable management ocean Small Island developing States and least developed countries from the sustainable use of marine resources, including through sustainable management of fisherie",SDG 14.7
P00001,"sustainable management fisheries Small Island use of marine resources, including through ",SDG 14.7
P00001,"governance fisheries Small Island developing States and least developed countries from the sustainable use of marine resources, including through sustainable ",SDG 14.7
P00001,"fisheries economic monitoring Small Island developing States and least developed countries from the sustainable use of marine resources, sustainable management of fisheries, aquaculture and tourism",SDG 14.7
P00001,"fisheries institutional framework Small Island developing States and least developed countries from the sustainable use of marine resources, including, aquaculture and tourism",SDG 14.7
P00001,"small island developing state Small Island developing States and least developed countries from the sustainable use of marine resources, including through sustainable ",SDG 14.7
P00001,"sustainable ocean tourism Small Island developing States and least developed management of fisheries, aquaculture and tourism",SDG 14.7
P00001,marine research,SDG 14.a
P00001,ocean research,SDG 14.a
P00001,marine techonology,SDG 14.a
P00001,ocean technology,SDG 14.a
P00001,scientific management ocean,SDG 14.a
P00001,scientific knowledge ocean,SDG 14.a
P00001,scientific research marine,SDG 14.a
P00001,sea research,SDG 14.a
P00001,research ocean health,SDG 14.a
P00001,marine biodiversity,SDG 14.a
P00001,matine developing countries,SDG 14.a
P00001,marine research,SDG 14.a
P00001,ocean research,SDG 14.a
P00001,marine techonology,SDG 14.a
P00001,ocean technology,SDG 14.a
P00001,scientific management ocean,SDG 14.a
P00001,scientific knowledge ocean,SDG 14.a
P00001,scientific research marine,SDG 14.a
P00001,sea research,SDG 14.a
P00001,research ocean health,SDG 14.a
P00001,marine biodiversity,SDG 14.a
P00001,matine developing countries,SDG 14.a
P00001,small fisheries,SDG 14.b
P00001,small fishery,SDG 14.b
P00001,artisanal fishing,SDG 14.b
P00001,artisanal fishery,SDG 14.b
P00001,small fisher access,SDG 14.b
P00001,small fishery production,SDG 14.b
P00001,small fisher market,SDG 14.b
P00001,artisanal fisher resources,SDG 14.b
P00001,small scale fisher market,SDG 14.b
P00001,fisher market,SDG 14.b
P00001,small scale fishery,SDG 14.b
P00001,small fisheries,SDG 14.b
P00001,small fishery,SDG 14.b
P00001,artisanal fishing,SDG 14.b
P00001,artisanal fishery,SDG 14.b
P00001,small fisher access,SDG 14.b
P00001,small fishery production,SDG 14.b
P00001,small fisher market,SDG 14.b
P00001,artisanal fisher resources,SDG 14.b
P00001,small scale fisher market,SDG 14.b
P00001,fisher market,SDG 14.b
P00001,small scale fishery,SDG 14.b
P00001,law ocean,SDG 14.c
P00001,marine law,SDG 14.c
P00001,conservation ocean sea law,SDG 14.c
P00001,sea law,SDG 14.c
P00001,sustainable use ocean law,SDG 14.c
P00001,ocean resources law sea,SDG 14.c
P00001,law ocean,SDG 14.c
P00001,marine law,SDG 14.c
P00001,conservation ocean sea law,SDG 14.c
P00001,sea law,SDG 14.c
P00001,sustainable use ocean law,SDG 14.c
P00001,ocean resources law sea,SDG 14.c
P00001,wetland management wetland restoration  restore wetland,SDG 15.1
P00001,conservation land forest biodiversity,SDG 15.1
P00001,"conservation management forests drylands, mountains sustainable use ecosystem services",SDG 15.1
P00001,conservation management mand forests sustainable use terrestrial forests land,SDG 15.1
P00001,mountains conservation land forest sustainable use terrestial mountains land,SDG 15.1
P00001,drylands conservation drylands restoration  drylands,SDG 15.1
P00001,mountains conservation land forest wetlands ecosystems services  rangelands,SDG 15.1
P00001,sustainable use inland continental ecosystems sustainable use freshwater ecosystem forests,SDG 15.1
P00001,inland continental ecosystems conservation international agreement,SDG 15.1
P00001,wetland management wetland restoration  restore wetland,SDG 15.1
P00001,conservation land forest biodiversity,SDG 15.1
P00001,"conservation management forests drylands, mountains sustainable use ecosystem services",SDG 15.1
P00001,conservation management mand forests sustainable use terrestrial forests land,SDG 15.1
P00001,mountains conservation land forest sustainable use terrestial mountains land,SDG 15.1
P00001,drylands conservation drylands restoration  drylands,SDG 15.1
P00001,mountains conservation land forest wetlands ecosystems services  rangelands,SDG 15.1
P00001,sustainable use inland continental ecosystems sustainable use freshwater ecosystem forests,SDG 15.1
P00001,inland continental ecosystems conservation international agreement,SDG 15.1
P00001,forests forestry sustainable management deforestation,SDG 15.2
P00001,forestry ecosystem protection land management forest afforestation,SDG 15.2
P00001,forestry ecosystem protection reforestation forests restore forests,SDG 15.2
P00001,enrichement planting deforestation reforestation florests,SDG 15.2
P00001,forest fire afforestation reforestation forest management halt forest sustainable use,SDG 15.2
P00001,forest fire conservation forest conservation use afforestation,SDG 15.2
P00001,integrated landscape forest afforestation restoration reforestation,SDG 15.2
P00001,integrated landscape conservation sustainable management forest,SDG 15.2
P00001,deforestation afforestation reforestation restore degrades land forest sustainable forest,SDG 15.2
P00001,reduce deforestation  restre forest reforestation afforestation restore forests,SDG 15.2
P00001,degraded forest desertification conservation forest sustainbale reforestation,SDG 15.2
P00001,forests forestry sustainable management deforestation,SDG 15.2
P00001,forestry ecosystem protection land management forest afforestation,SDG 15.2
P00001,forestry ecosystem protection reforestation forests restore forests,SDG 15.2
P00001,enrichement planting deforestation reforestation florests,SDG 15.2
P00001,forest fire afforestation reforestation forest management halt forest sustainable use,SDG 15.2
P00001,impacts include permanent temporary withdrawal additional land sites cutting vegetation air pollution wastewater discharges polluted storm water runoff,SDG 15.2
P00001,forest fire conservation forest conservation use afforestation,SDG 15.2
P00001,integrated landscape forest afforestation restoration reforestation,SDG 15.2
P00001,integrated landscape conservation sustainable management forest,SDG 15.2
P00001,deforestation afforestation reforestation restore degrades land forest sustainable forest,SDG 15.2
P00001,reduce deforestation  restre forest reforestation afforestation restore forests,SDG 15.2
P00001,degraded forest desertification conservation forest sustainbale reforestation,SDG 15.2
P00001,degraded land and forest degraded soil and land,SDG 15.3
P00001,destertification soil,SDG 15.3
P00001,desertification land and soil,SDG 15.3
P00001,degraded land and soil,SDG 15.3
P00001,desertification drought land soil,SDG 15.3
P00001,desertification drought land soil,SDG 15.3
P00001,desertification flood soil land,SDG 15.3
P00001,desertification flood soil land,SDG 15.3
P00001,reduce desertification,SDG 15.3
P00001,reduce degraded land,SDG 15.3
P00001,reduce degraded soil,SDG 15.3
P00001,degradation neutral soil land,SDG 15.3
P00001,degraded land and forest degraded soil and land,SDG 15.3
P00001,destertification soil,SDG 15.3
P00001,desertification land and soil,SDG 15.3
P00001,degraded land and soil,SDG 15.3
P00001,desertification drought land soil,SDG 15.3
P00001,desertification drought land soil,SDG 15.3
P00001,desertification flood soil land,SDG 15.3
P00001,desertification flood soil land,SDG 15.3
P00001,reduce desertification,SDG 15.3
P00001,reduce degraded land,SDG 15.3
P00001,reduce degraded soil,SDG 15.3
P00001,degradation neutral soil land,SDG 15.3
P00001,highlands,SDG 15.4
P00001,mountain conservation,SDG 15.4
P00001,mountain ecosystem,SDG 15.4
P00001,mountain biodiversity,SDG 15.4
P00001,mountain benefits,SDG 15.4
P00001,mountains services,SDG 15.4
P00001,mountains conservation land forest,SDG 15.4
P00001,preserve biodiversity,SDG 15.4
P00001,preserve mountain,SDG 15.4
P00001, highlands,SDG 15.4
P00001,highlands,SDG 15.4
P00001,mountain conservation,SDG 15.4
P00001,mountain ecosystem,SDG 15.4
P00001,mountain biodiversity,SDG 15.4
P00001,mountain benefits,SDG 15.4
P00001,mountains services,SDG 15.4
P00001,mountains conservation land forest,SDG 15.4
P00001,preserve biodiversity,SDG 15.4
P00001,preserve mountain,SDG 15.4
P00001, highlands,SDG 15.4
P00001,ecological degradation ecology ecological restoration action to reduce the degradation of natural habitats,SDG 15.5
P00001,ecological conservation ecological degradation protect and prevent the extinction of threatened species.,SDG 15.5
P00001,ecological habitat biodiversity ecological biodiversity action to reduce the degradation of natural habitats,SDG 15.5
P00001,extinction ecological extinction species ecology protect biodiversity degradation,SDG 15.5
P00001,degradation natural ecology protect prevent extinction protect and prevent the extinction of threatened species.,SDG 15.5
P00001,biodiversity loss threatened species ecology action to reduce the degradation of natural habitats,SDG 15.5
P00001,natural habitats ecology conservation natural habitat ecology protect and prevent the extinction of threatened species.,SDG 15.5
P00001,ecological degradation ecology ecological restoration action to reduce the degradation of natural habitats,SDG 15.5
P00001,ecological conservation ecological degradation protect and prevent the extinction of threatened species.,SDG 15.5
P00001,ecological habitat biodiversity ecological biodiversity action to reduce the degradation of natural habitats,SDG 15.5
